# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  5 09:21:17 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name	hostname	sy_snum	sy_pnum	discoverymethod	pl_orbper	pl_orbpererr1	pl_orbpererr2	pl_orbperlim	pl_rade	pl_radeerr1	pl_radeerr2	pl_radelim	pl_bmasse	pl_bmasseerr1	pl_bmasseerr2	pl_bmasselim	pl_eqt	pl_eqterr1	pl_eqterr2	pl_eqtlim	sy_dist	sy_disterr1	sy_disterr2
CoRoTID 223977153 b	CoRoTID 223977153	1	1	Transit	6.71837000	0.00001000	-0.00001000	0	6.389	0.673	-0.560	0	47.67450	31.78300	-31.78300	0	938	65	-52	0	576.6830000	10.4360000	-10.4360000
DE CVn b	DE CVn	2	1	Eclipse Timing Variations	4098.10000000	131.50000000	-131.50000000	0	12.400			0	3823.27330	955.81833	-955.81833	0					30.5225000	0.0284000	-0.0285000
DENIS-P J082303.1-491201 b	DENIS-P J082303.1-491201	1	1	Astrometry	246.36000000	1.38000000	-1.35000000	0	11.900			0	9057.77000	603.85000	-603.85000	0					20.7700000	0.0800000	-0.0800000
DH Tau b	DH Tau	1	1	Imaging					30.264	8.967	-8.967	0	3496.00000	3178.00000	-953.00000	0	2200			0	134.8460000	1.2820000	-1.2580000
DMPP-1 b	DMPP-1	1	4	Radial Velocity	18.57000000	0.01000000	-0.01000000	0	5.290			0	24.27000	1.16000	-1.59000	0	877			0	62.5388000	0.1782000	-0.1773000
DMPP-1 c	DMPP-1	1	4	Radial Velocity	6.58400000	0.00300000	-0.00200000	0	3.060			0	9.60000	0.53000	-1.58000	0	1239			0	62.5388000	0.1782000	-0.1773000
DMPP-1 d	DMPP-1	1	4	Radial Velocity	2.88200000	0.00100000	-0.00100000	0	1.650			0	3.35000	0.38000	-0.34000	0	1632			0	62.5388000	0.1782000	-0.1773000
DMPP-1 e	DMPP-1	1	4	Radial Velocity	5.51600000	0.00200000	-0.00400000	0	1.860			0	4.13000	0.66000	-1.14000	0	1314			0	62.5388000	0.1782000	-0.1773000
DMPP-2 b	DMPP-2	1	1	Radial Velocity	5.20720000	0.00020000	-0.00550000	0	14.300			0	138.89171	9.53490	-18.75197	0	1000			0	137.9400000	0.6810000	-0.6750000
DMPP-3 A b	DMPP-3 A	2	1	Radial Velocity	6.67320000	0.00110000	-0.00030000	0	1.410			0	2.58000	0.35000	-0.58000	0	854			0	45.2300000	1.6000000	-1.7200000
DMPP-4 b	DMPP-4	1	1	Radial Velocity	3.49820000	0.00220000	-0.23270000	0	3.530			0	12.20000	1.80000	-1.90000	0					25.3284000	0.0382000	-0.0380000
DP Leo b	DP Leo	2	1	Eclipse Timing Variations	10220.00000000	730.00000000	-730.00000000	0	12.700			0	1995.88832	184.33363	-184.33363	0					305.6840000	33.5540000	-27.6040000
DS Tuc A b	DS Tuc A	2	1	Transit	8.13826800	0.00001100	-0.00001100	0	5.700	0.170	-0.170	0	413.17900			1	850			0	44.0622000	0.0693000	-0.0691000
EPIC 201170410.02	EPIC 201170410	1	1	Transit	6.79870000	0.00010000	-0.00010000	0	1.047	0.276	-0.257	0	1.15000			0					134.0000000	45.8000000	-39.8000000
EPIC 201238110 b	EPIC 201238110	1	1	Transit	28.16560000	0.00270000	-0.00280000	0	1.870	0.200	-0.450	0	4.16000			0					159.2590000	1.4140000	-1.3900000
EPIC 201427007 b	EPIC 201427007	1	1	Transit	0.72091000	0.00014000	-0.00014000	0	1.500	0.200	-0.200	0	2.86000			0					706.3910000	16.7900000	-16.7900000
EPIC 201497682 b	EPIC 201497682	1	1	Transit	2.13174000	0.00022000	-0.00022000	0	0.692	0.059	-0.048	0	0.26000			0					253.0260000	1.6640000	-1.6640000
EPIC 201595106 b	EPIC 201595106	1	1	Transit	0.87721400	0.00006000	-0.00006000	0	1.300	0.100	-0.100	0	2.24000			0	1874	16	-16	0	232.1000000	2.7060000	-2.6460000
EPIC 201615463 c	K2-166	1	2	Transit	3.80464000	0.00091000	-0.00105000	0	1.220	0.210	-0.170	0	1.98000			0					476.8820000	9.6920000	-9.3210000
EPIC 201754305 d	K2-16	1	3	Transit	2.71578000	0.00031000	-0.00031000	0	1.030	0.085	-0.086	0	1.08000			0					334.9670000	4.1785000	-4.1785000
EPIC 201757695.02	EPIC 201757695	1	1	Transit	2.04780000	0.00010000	-0.00010000	0	0.908	0.059	-0.064	0	0.68800			0					577.6000000	33.2000000	-29.8000000
EPIC 201833600 c	K2-50	1	2	Transit	3.96151000	0.00046000	-0.00051000	0	1.000	0.120	-0.110	0	0.97200			0					257.4430000	3.2390000	-3.2390000
EPIC 201841433 b	EPIC 201841433	1	1	Transit	4.16980000	0.00010000	-0.00010000	0	1.040	0.037	-0.032	0	1.12000			0					436.4880000	8.1780010	-7.8880000
EPIC 205950854 c	K2-168	1	2	Transit	8.05072200	0.00007500	-0.00003800	0	1.310	0.144	-0.063	0	2.27000			0	961	20	-10	0	243.9350000	4.2390000	-4.0990000
EPIC 206024342 b	EPIC 206024342	1	3	Transit	4.50756000	0.00062000	-0.00060000	0	1.700	0.590	-0.310	0	3.53000			0					369.8880000	4.9900000	-4.8600000
EPIC 206024342 c	EPIC 206024342	1	3	Transit	0.91172400	0.00007600	-0.00007600	0	1.400	0.500	-0.500	0	2.54000			0					369.8880000	4.9900000	-4.8600000
EPIC 206024342 d	EPIC 206024342	1	3	Transit	14.64753100	0.00000410	-0.00000410	0	2.600	0.900	-0.900	0	7.27000			0					369.8880000	4.9900000	-4.8600000
EPIC 206032309 b	EPIC 206032309	1	1	Transit	2.87814000	0.00023000	-0.00026000	0	1.010	0.240	-0.130	0	1.01000			0					161.3650000	1.7930000	-1.7930000
EPIC 206042996 b	EPIC 206042996	1	2	Transit	5.29860000	0.00060000	-0.00060000	0	1.700	0.200	-0.200	0	3.53000			0					451.7690000	13.9760000	-13.1760000
EPIC 206042996 c	EPIC 206042996	1	2	Transit	0.35488400	0.00006300	-0.00006300	0	1.200	0.200	-0.100	0	1.87000			0					451.7690000	13.9760000	-13.1760000
EPIC 206215704 b	EPIC 206215704	1	1	Transit	2.25543600	0.00009100	-0.00009100	0	1.000	0.100	-0.090	0	0.97200			0					109.8880000	1.0800000	-1.0800000
EPIC 206317286 b	EPIC 206317286	1	2	Transit	1.58252000	0.00017000	-0.00018000	0	0.960	0.110	-0.150	0	0.84000			0					314.3500000	2.9360000	-2.8820000
EPIC 206317286 c	EPIC 206317286	1	2	Transit	17.51547200	0.00228800	-0.00296500	0	2.094	0.176	-0.160	0	5.03000			0					314.3500000	2.9360000	-2.8820000
EPIC 211822797 b	EPIC 211822797	1	1	Transit	21.17019630	0.00006620	-0.00006420	0	1.920	0.120	-0.070	0	4.35000			0	431	4	-17	0	186.1970000	1.3645000	-1.3645000
EPIC 211945201 b	EPIC 211945201	1	1	Transit	19.49221000	0.00066600	-0.00065300	0	5.760	0.300	-0.300	0	27.00000	14.00000	-12.60000	0	817	15	-14	0	181.6900000	1.2950000	-1.2770000
EPIC 212297394 b	EPIC 212297394	1	2	Transit	2.28936300	0.00023200	-0.00025100	0	1.480	0.130	-0.110	0	2.79000			0	1149	43	-44	0	418.3950000	7.3530000	-7.1070000
EPIC 212297394 c	EPIC 212297394	1	2	Transit	5.21396500	0.00044200	-0.00044200	0	2.270	0.190	-0.140	0	5.77000			0	866	27	-37	0	418.3950000	7.3530000	-7.1070000
EPIC 212424622 b	EPIC 212424622	1	1	Transit	18.09830000	0.00600000	-0.00580000	0	2.170	0.670	-0.420	0	5.35000			0					611.8040000	10.2850000	-9.9560000
EPIC 212499991 b	EPIC 212499991	1	1	Transit	34.88500000	0.01100000	-0.01000000	0	1.600	0.130	-0.160	0	3.19000			0					283.2900000	2.0430000	-2.0150000
EPIC 212587672 b	EPIC 212587672	1	2	Transit	15.28078000	0.00012100	-0.00011600	0	1.260	0.110	-0.090	0	2.13000			0	756	14	-15	0	320.0700000	6.3920000	-6.1520000
EPIC 212587672 c	EPIC 212587672	1	2	Transit	23.22855500	0.00006800	-0.00007100	0	2.320	0.190	-0.120	0	5.99000			0	658	13	-14	0	320.0700000	6.3920000	-6.1520000
EPIC 212624936 b	EPIC 212624936	1	2	Transit	0.57865700	0.00001600	-0.00001600	0	1.200	0.300	-0.300	0	1.87000			0					561.9290000	8.9130000	-8.6440000
EPIC 212624936 c	EPIC 212624936	1	2	Transit	11.81143700	0.00011000	-0.00011000	0	2.300	0.500	-0.500	0	5.90000			0					561.9290000	8.9130000	-8.6440000
EPIC 212737443 b	EPIC 212737443	1	2	Transit	13.60300000	0.00130000	-0.00130000	0	2.586	0.126	-0.126	0	7.20000			0	536	18	-18	0	336.2500000	4.7430000	-4.6150000
EPIC 212737443 c	EPIC 212737443	1	2	Transit	65.55000000	0.00890000	-0.00890000	0	2.690	0.146	-0.146	0	7.70000			0	316	10	-10	0	336.2500000	4.7430000	-4.6150000
EPIC 220492298 b	EPIC 220492298	1	1	Transit	0.76240600	0.00015000	-0.00015000	0	0.990	0.100	-0.100	0	0.93700			0					624.5120000	14.9470000	-14.9470000
EPIC 220554210 c	K2-282	1	2	Transit	0.70531000	0.00003700	-0.00003700	0	1.600	0.100	-0.100	0	3.19000			0					496.2890000	7.9020000	-7.6630000
EPIC 220674823 b	EPIC 220674823	1	2	Transit	0.57129200	0.00001200	-0.00001200	0	1.725	0.039	-0.039	0	8.21000	0.76000	-0.74000	0	2300	36	-36	0	244.5900000	3.0440000	-2.9720000
EPIC 220674823 c	EPIC 220674823	1	2	Transit	13.33970000	0.00096000	-0.00096000	0	2.836	0.086	-0.073	0	8.90000	2.40000	-2.40000	0	805	12	-12	0	244.5900000	3.0440000	-2.9720000
EPIC 228836835 b	EPIC 228836835	1	1	Transit	0.72811300	0.00006300	-0.00006300	0	1.100	0.300	-0.200	0	1.37000			0	932	17	-17	0	150.1240000	1.7990000	-1.7580000
EPIC 229004835 b	EPIC 229004835	1	1	Transit	16.14113200	0.00001900	-0.00001900	0	2.332	0.080	-0.094	0	10.40000	1.60000	-1.50000	0	804	10	-10	0	121.9710000	0.8790000	-0.8660000
EPIC 246851721 b	EPIC 246851721	2	1	Transit	6.18023500	0.00001400	-0.00001400	0	11.781	0.493	-0.493	0	953.49000	349.61300	-381.39600	0	1401	16	-16	0	372.6320000	19.4560000	-17.6440000
EPIC 248847494 b	EPIC 248847494	1	1	Transit	3650.00000000	1280.00000000	-1130.00000000	0	12.442	0.785	-0.785	0	4131.79000			1	183	25	-18	0	551.8860000	12.7520000	-12.7520000
EPIC 249893012 b	EPIC 249893012	1	3	Transit	3.59510000	0.00030000	-0.00030000	0	1.950	0.090	-0.080	0	8.75000	1.09000	-1.08000	0	1616	149	-79	0	321.2960000	4.1890000	-4.0850000
EPIC 249893012 c	EPIC 249893012	1	3	Transit	15.62400000	0.00100000	-0.00100000	0	3.670	0.170	-0.140	0	14.67000	1.84000	-1.89000	0	990	92	-49	0	321.2960000	4.1890000	-4.0850000
EPIC 249893012 d	EPIC 249893012	1	3	Transit	35.74700000	0.00500000	-0.00500000	0	3.940	0.130	-0.120	0	10.18000	2.46000	-2.42000	0	752	69	-37	0	321.2960000	4.1890000	-4.0850000
FU Tau b	FU Tau	1	1	Imaging					12.200			0	5085.28000			0	2375			0	133.4950466	22.9649891	-22.9649891
G 196-3 b	G 196-3	1	1	Imaging					12.000			0	8263.53858	317.82841	-317.82841	0	1670	6	-32	0	21.7912000	0.0185500	-0.0185500
G 264-012 b	G 264-012	1	2	Radial Velocity	2.30538000	0.00031000	-0.00031000	0	1.390			0	2.50000	0.29000	-0.30000	0	587	16	-16	0	16.0090000	0.0104000	-0.0103000
G 264-012 c	G 264-012	1	2	Radial Velocity	8.05180000	0.00340000	-0.00340000	0	1.760			0	3.75000	0.48000	-0.47000	0	387	11	-11	0	16.0090000	0.0104000	-0.0103000
G 9-40 b	G 9-40	1	1	Transit	5.74600700	0.00000600	-0.00000600	0	2.025	0.096	-0.097	0	11.70000			1	456	35	-40	0	27.9276000	0.0451000	-0.0450000
GJ 1002 b	GJ 1002	1	2	Radial Velocity	10.34650000	0.02700000	-0.02700000	0	1.030			0	1.08000	0.13000	-0.13000	0	231	7	-7	0	4.8486700	0.0030300	-0.0030400
GJ 1002 c	GJ 1002	1	2	Radial Velocity	21.20200000	0.01300000	-0.01300000	0	1.100			0	1.36000	0.17000	-0.17000	0	182	5	-5	0	4.8486700	0.0030300	-0.0030400
GJ 1061 b	GJ 1061	1	3	Radial Velocity	3.20400000	0.00100000	-0.00100000	0	1.100			0	1.37000	0.16000	-0.15000	0					3.6727800	0.0008900	-0.0009000
GJ 1061 c	GJ 1061	1	3	Radial Velocity	6.68900000	0.00500000	-0.00500000	0	1.180			0	1.74000	0.23000	-0.23000	0					3.6727800	0.0008900	-0.0009000
GJ 1061 d	GJ 1061	1	3	Radial Velocity	13.03100000	0.02500000	-0.03200000	0	1.160			0	1.64000	0.24000	-0.23000	0					3.6727800	0.0008900	-0.0009000
GJ 1132 b	GJ 1132	1	2	Transit	1.62892911	0.00000029	-0.00000030	0	1.192	0.038	-0.045	0	1.83705	0.19070	-0.18752	0	584	11	-8	0	12.6130000	0.0070000	-0.0070000
GJ 1132 c	GJ 1132	1	2	Radial Velocity	8.92900000	0.01000000	-0.01000000	0	1.430			0	2.64000	0.44000	-0.44000	0	300	5	-5	0	12.6130000	0.0070000	-0.0070000
GJ 1148 b	GJ 1148	1	2	Radial Velocity	41.38000000	0.00200000	-0.00100000	0	11.900			0	96.70000	1.41000	-1.02000	0					11.0143000	0.0064000	-0.0065000
GJ 1148 c	GJ 1148	1	2	Radial Velocity	532.58000000	4.14000000	-2.52000000	0	9.710			0	68.06000	4.91000	-2.19000	0					11.0143000	0.0064000	-0.0065000
GJ 1151 c	GJ 1151	1	1	Radial Velocity	389.70000000	5.40000000	-6.50000000	0	3.250			0	10.62000	1.31000	-1.47000	0					8.0362500	0.0077200	-0.0077100
GJ 1214 b	GJ 1214	1	1	Transit	1.58040453	0.00000002	-0.00000002	0	2.733	0.033	-0.031	0	8.41000	0.36000	-0.35000	0	567	8	-8	0	14.6427000	0.0372000	-0.0372000
GJ 1252 b	GJ 1252	1	1	Transit	0.51823310	0.00000840	-0.00000840	0	1.193	0.074	-0.074	0	1.32000	0.28000	-0.28000	0	1089	69	-69	0	20.3730000	0.0192000	-0.0192000
GJ 1265 b	GJ 1265	1	1	Radial Velocity	3.65110000	0.00120000	-0.00120000	0	2.630			0	7.40000	0.50000	-0.50000	0					10.2525000	0.0075000	-0.0076000
GJ 143 b	GJ 143	1	2	Transit	35.61253000	0.00060000	-0.00062000	0	2.610	0.170	-0.160	0	22.70000	2.20000	-1.90000	0	422	15	-14	0	16.3200000	0.0071000	-0.0071000
GJ 15 A b	GJ 15 A	2	2	Radial Velocity	11.44070000	0.00170000	-0.00160000	0	1.550			0	3.03000	0.46000	-0.44000	0	550			0	3.5622800	0.0005500	-0.0005500
GJ 15 A c	GJ 15 A	2	2	Radial Velocity	7600.00000000	2200.00000000	-1700.00000000	0	6.670			0	36.00000	25.00000	-18.00000	0					3.5622800	0.0005500	-0.0005500
GJ 160.2 b	GJ 160.2	1	1	Radial Velocity	5.23540000	0.00270000	-0.00650000	0	3.170			0	10.20000	7.20000	-5.90000	0					25.8557000	0.0393000	-0.0391000
GJ 163 b	GJ 163	1	3	Radial Velocity	8.63182000	0.00155000	-0.00155000	0	3.250			0	10.60000	0.60000	-0.60000	0					15.1285000	0.0072000	-0.0072000
GJ 163 c	GJ 163	1	3	Radial Velocity	25.63058000	0.02550000	-0.02550000	0	2.500			0	6.80000	0.90000	-0.90000	0					15.1285000	0.0072000	-0.0072000
GJ 163 d	GJ 163	1	3	Radial Velocity	603.95116000	7.55862000	-7.55862000	0	5.920			0	29.40000	2.90000	-2.90000	0					15.1285000	0.0072000	-0.0072000
GJ 179 b	GJ 179	1	1	Radial Velocity	2288.00000000	59.00000000	-59.00000000	0	13.800			0	301.93699	50.85255	-34.96112	0					12.3560000	0.0093000	-0.0093000
GJ 180 b	GJ 180	1	3	Radial Velocity	17.13300000	0.00300000	-0.00300000	0	2.430			0	6.49000	0.68000	-0.68000	0					11.9407000	0.0045000	-0.0045000
GJ 180 c	GJ 180	1	3	Radial Velocity	24.32900000	0.05200000	-0.06600000	0	2.410			0	6.40000	3.70000	-4.10000	0					11.9407000	0.0045000	-0.0045000
GJ 180 d	GJ 180	1	3	Radial Velocity	106.30000000	0.12900000	-0.12900000	0	2.660			0	7.56000	1.07000	-1.07000	0					11.9407000	0.0045000	-0.0045000
GJ 2030 b	GJ 2030	1	2	Radial Velocity	2.38129000	0.00015000	-0.00013000	0	2.030			0	4.76743	0.63566	-0.63566	0					37.0788000	0.0647000	-0.0644000
GJ 2030 c	GJ 2030	1	2	Radial Velocity	25533.11353000	2549.01187000	-2322.57168000	0	12.300			0	4069.15709	742.12933	-678.88148	0					37.0788000	0.0647000	-0.0644000
GJ 2056 b	GJ 2056	1	1	Radial Velocity	69.97100000	0.06100000	-0.06100000	0	4.170			0	16.20000	3.60000	-3.60000	0					28.4434000	0.0234000	-0.0233000
GJ 229 A c	GJ 229	2	2	Radial Velocity	121.93268000	0.06708000	-0.08158000	0	2.870			0	8.58137	0.63566	-0.63566	0					5.7562400	0.0015250	-0.0015250
GJ 229 b	GJ 229	2	2	Radial Velocity	579.47495000	1.67942000	-1.41414000	0	3.970			0	14.93794	0.95349	-1.27131	0					5.7562400	0.0015250	-0.0015250
GJ 238 b	GJ 238	1	1	Transit	1.74469990	0.00000190	-0.00000180	0	0.566	0.014	-0.014	0	0.12600			0	758	16	-15	0	15.2142000	0.0071000	-0.0072000
GJ 251 b	GJ 251	1	1	Radial Velocity	14.23800000	0.00200000	-0.00200000	0	1.830			0	4.00000	0.40000	-0.40000	0	351	1	-1	0	5.5805700	0.0019800	-0.0019800
GJ 27.1 b	GJ 27.1	1	1	Radial Velocity	15.81900000	0.02300000	-0.02600000	0	3.660			0	13.00000	4.10000	-6.60000	0					23.6062000	0.0256500	-0.0256500
GJ 273 b	GJ 273	1	2	Radial Velocity	18.64980000	0.00590000	-0.00520000	0	1.510			0	2.89000	0.27000	-0.26000	0					5.9215350	0.0206332	-0.0206332
GJ 273 c	GJ 273	1	2	Radial Velocity	4.72340000	0.00040000	-0.00040000	0	1.060			0	1.18000	0.16000	-0.16000	0					5.9215350	0.0206332	-0.0206332
GJ 3021 b	GJ 3021	2	1	Radial Velocity	133.71000000	0.20000000	-0.20000000	0	13.100			0	1071.04000	28.60000	-28.60000	0	350	90	-90	0	17.5559000	0.0073000	-0.0073000
GJ 3082 b	GJ 3082	1	1	Radial Velocity	11.94900000	0.02200000	-0.02200000	0	2.790			0	8.20000	1.70000	-1.70000	0					16.6186000	0.0074500	-0.0074500
GJ 3090 b	GJ 3090	1	1	Transit	2.85310540	0.00000230	-0.00000230	0	2.130	0.110	-0.110	0	3.34000	0.72000	-0.72000	0	693	18	-18	0	22.4751000	0.0260500	-0.0260500
GJ 3138 b	GJ 3138	1	3	Radial Velocity	1.22003000	0.00006000	-0.00004000	0	1.180			0	1.78000	0.34000	-0.33000	0					28.4712000	0.0350500	-0.0350500
GJ 3138 c	GJ 3138	1	3	Radial Velocity	5.97400000	0.00100000	-0.00100000	0	1.880			0	4.18000	0.61000	-0.59000	0					28.4712000	0.0350500	-0.0350500
GJ 3138 d	GJ 3138	1	3	Radial Velocity	257.80000000	3.60000000	-3.50000000	0	3.230			0	10.50000	2.30000	-2.10000	0					28.4712000	0.0350500	-0.0350500
GJ 317 b	GJ 317	1	2	Radial Velocity	695.66000000	0.35500000	-0.35500000	0	13.300			0	794.50000	222.50000	-127.10000	0					15.1968000	0.0130000	-0.0129000
GJ 317 c	GJ 317	1	2	Radial Velocity	6739.32300000	143.10600000	-143.10600000	0	13.500			0	522.50000	19.10000	-19.10000	0					15.1968000	0.0130000	-0.0129000
GJ 3222 b	GJ 3222	2	1	Radial Velocity	10.66669000	0.00285000	-0.00231000	0	3.400			0	11.44182	3.49611	-1.90697	0					18.2381700		
GJ 328 b	GJ 328	1	2	Radial Velocity	3771.00000000	17.00000000	-17.00000000	0	13.300			0	797.74930	73.10053	-73.10053	0					20.5266000	0.0168500	-0.0168500
GJ 328 c	GJ 328	1	2	Radial Velocity	241.80000000	1.30000000	-1.70000000	0	4.910			0	21.40000	3.40000	-3.20000	0					20.5266000	0.0168500	-0.0168500
GJ 3293 b	GJ 3293	1	4	Radial Velocity	30.59870000	0.00830000	-0.00840000	0	5.190			0	23.54000	0.88000	-0.89000	0					20.1903000	0.0216000	-0.0216000
GJ 3293 c	GJ 3293	1	4	Radial Velocity	122.61960000	0.24290000	-0.23710000	0	4.870			0	21.09000	1.24000	-1.26000	0					20.1903000	0.0216000	-0.0216000
GJ 3293 d	GJ 3293	1	4	Radial Velocity	48.13450000	0.06280000	-0.06610000	0	2.670			0	7.60000	1.05000	-1.05000	0					20.1903000	0.0216000	-0.0216000
GJ 3293 e	GJ 3293	1	4	Radial Velocity	13.25430000	0.00780000	-0.01040000	0	1.630			0	3.28000	0.64000	-0.64000	0					20.1903000	0.0216000	-0.0216000
GJ 3323 b	GJ 3323	1	2	Radial Velocity	5.36360000	0.00070000	-0.00070000	0	1.230			0	2.02000	0.26000	-0.25000	0					5.3748400	0.0017200	-0.0017200
GJ 3323 c	GJ 3323	1	2	Radial Velocity	40.54000000	0.21000000	-0.19000000	0	1.320			0	2.31000	0.50000	-0.49000	0					5.3748400	0.0017200	-0.0017200
GJ 3341 b	GJ 3341	1	1	Radial Velocity	14.20700000	0.00700000	-0.00700000	0	2.460			0	6.60000	0.10000	-0.10000	0					23.6190000	0.0291000	-0.0290000
GJ 338 B b	GJ 338 B	2	1	Radial Velocity	24.42200000	0.01400000	-0.01400000	0	3.250			0	10.60000	1.20000	-1.20000	0	391	20	-20	0	6.3325600	0.0016700	-0.0016800
GJ 3470 b	GJ 3470	1	1	Radial Velocity	3.33664960	0.00000390	-0.00000330	0	4.570	0.180	-0.180	0	13.90000	1.50000	-1.50000	0	594	96	-96	0	29.4214000	0.0508000	-0.0507000
GJ 3473 b	GJ 3473	2	2	Transit	1.19800350	0.00000180	-0.00000190	0	1.264	0.050	-0.049	0	1.86000	0.30000	-0.30000	0	773	16	-15	0	27.3644000	0.0376000	-0.0376000
GJ 3473 c	GJ 3473	2	2	Radial Velocity	15.50900000	0.03300000	-0.03300000	0	2.630			0	7.41000	0.91000	-0.86000	0	329	7	-6	0	27.3644000	0.0376000	-0.0376000
GJ 3512 b	GJ 3512	1	2	Radial Velocity	203.69000000	0.09000000	-0.02000000	0	14.300			0	146.20107	6.35657	-3.17828	0					9.4863700	0.0085700	-0.0085600
GJ 3512 c	GJ 3512	1	2	Radial Velocity	1599.60000000	1.10000000	-0.80000000	0	9.320			0	63.56568	3.17828	-3.17828	0					9.4863700	0.0085700	-0.0085600
GJ 357 b	GJ 357	1	3	Transit	3.93060000	0.00000200	-0.00000200	0	1.200	0.060	-0.060	0	1.84000	0.31000	-0.31000	0	518	44	-44	0	9.4418100	0.0051100	-0.0051100
GJ 357 c	GJ 357	1	3	Radial Velocity	9.12470000	0.00110000	-0.00100000	0	1.660			0	3.40000	0.46000	-0.46000	0	401	11	-11	0	9.4418100	0.0051100	-0.0051100
GJ 357 d	GJ 357	1	3	Radial Velocity	55.66100000	0.05500000	-0.05500000	0	2.340			0	6.10000	1.00000	-1.00000	0	220	6	-6	0	9.4418100	0.0051100	-0.0051100
GJ 3634 b	GJ 3634	1	1	Radial Velocity	2.64561000	0.00066000	-0.00066000	0	2.830			0	8.40000	4.00000	-1.50000	0					20.3779000	0.0316500	-0.0316500
GJ 367 b	GJ 367	1	3	Transit	0.32192250	0.00000020	-0.00000020	0	0.699	0.024	-0.024	0	0.63300	0.05000	-0.05000	0	1365	32	-32	0	9.4126300	0.0028350	-0.0028350
GJ 367 c	GJ 367	1	3	Radial Velocity	11.53010000	0.00780000	-0.00780000	0	1.860			0	4.13000	0.36000	-0.36000	0					9.4126300	0.0028350	-0.0028350
GJ 367 d	GJ 367	1	3	Radial Velocity	34.36900000	0.07300000	-0.07300000	0	2.330			0	6.03000	0.49000	-0.49000	0					9.4126300	0.0028350	-0.0028350
GJ 3779 b	GJ 3779	1	1	Radial Velocity	3.02320000	0.00130000	-0.00130000	0	2.750			0	8.00000	0.50000	-0.50000	0					13.7430000	0.0117000	-0.0116000
GJ 3929 b	GJ 3929	1	2	Transit	2.61623500	0.00000500	-0.00000500	0	1.090	0.040	-0.040	0	1.75000	0.44000	-0.45000	0	568	6	-6	0	15.8095000	0.0096000	-0.0095000
GJ 3929 c	GJ 3929	1	2	Radial Velocity	15.04000000	0.03000000	-0.03000000	0	2.260			0	5.71000	0.94000	-0.94000	0	317	3	-3	0	15.8095000	0.0096000	-0.0095000
GJ 393 b	GJ 393	1	1	Radial Velocity	7.02679000	0.00082000	-0.00085000	0	1.170			0	1.71000	0.24000	-0.24000	0	485	11	-11	0	7.0314900	0.0024850	-0.0024850
GJ 3942 b	GJ 3942	1	1	Radial Velocity	6.90500000	0.04000000	-0.04000000	0	2.570			0	7.14000	0.59000	-0.59000	0	590			0	16.9287000	0.0063500	-0.0063500
GJ 3988 b	GJ 3988	1	1	Radial Velocity	6.94420000	0.00100000	-0.00100000	0	1.740			0	3.69000	0.42000	-0.41000	0	348	17	-16	0	9.9105000	0.0041600	-0.0041600
GJ 3998 b	GJ 3998	1	2	Radial Velocity	2.64977000	0.00081000	-0.00077000	0	1.380			0	2.47000	0.27000	-0.27000	0					18.1459000	0.0165000	-0.0165000
GJ 3998 c	GJ 3998	1	2	Radial Velocity	13.74000000	0.01600000	-0.01600000	0	2.380			0	6.26000	0.79000	-0.76000	0					18.1459000	0.0165000	-0.0165000
GJ 411 b	GJ 411	1	2	Radial Velocity	12.93940000	0.00140000	-0.00130000	0	1.450			0	2.69000	0.19000	-0.18000	0	350	0	0	0	5.6757730	0.0059099	-0.0059099
GJ 414 A b	GJ 414 A	2	2	Radial Velocity	50.80000000	0.10000000	-0.26000000	0	2.630	1.220	-0.850	0	7.60000	2.44000	-2.19000	0	309	34	-34	0	11.8893000	0.0067000	-0.0067000
