# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  5 16:40:09 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
# CONSTRAINT:  order by pl_name asc
#
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_trandur:     Transit Duration [hours]
#
pl_name,pl_orbper,pl_rade,pl_trandur
Kepler-234 b,2.71150600,3.700,3.1750000
Kepler-234 c,7.21205000,3.510,4.0390000
Kepler-235 b,3.34022200,2.230,1.9250000
Kepler-235 c,7.82490400,1.280,2.2170000
Kepler-235 d,20.06054800,2.050,3.3120000
Kepler-235 e,46.18366900,2.220,4.8330000
Kepler-236 b,8.29561100,1.570,1.3280000
Kepler-236 c,23.96812700,2.000,4.1660000
Kepler-237 b,4.71510600,1.410,2.3510000
Kepler-237 c,8.10363600,2.080,3.1500000
Kepler-238 b,2.09087600,1.730,3.1930000
Kepler-238 c,6.15555700,2.390,4.8370000
Kepler-238 d,13.23354900,3.070,6.6420000
Kepler-238 e,23.65400000,5.600,
Kepler-238 f,50.44700000,2.000,
Kepler-239 b,11.76305100,2.330,2.8990000
Kepler-239 c,56.22809800,2.510,3.7000000
Kepler-24 b,8.14000000,2.348,
Kepler-24 c,12.33000000,2.514,
Kepler-24 d,4.24438400,1.670,2.9450000
Kepler-24 e,18.99835500,2.780,2.9630000
Kepler-240 b,4.14449500,1.370,2.3680000
Kepler-240 c,7.95352800,2.200,2.5980000
Kepler-241 b,12.71809200,2.330,3.1170000
Kepler-241 c,36.06597800,2.570,4.2730000
Kepler-242 b,8.20395000,2.610,2.7400000
Kepler-242 c,14.49648100,2.000,3.2220000
Kepler-243 b,5.71544200,2.450,2.4840000
Kepler-243 c,20.02621800,1.990,1.3190000
Kepler-244 b,4.31179200,2.760,2.7350000
Kepler-244 c,9.76729200,2.050,1.3730000
Kepler-244 d,20.05040100,2.310,4.5040000
Kepler-245 b,7.49019000,2.570,2.8040000
Kepler-245 c,17.46081200,2.180,2.2440000
Kepler-245 d,36.27710800,3.030,4.8040000
Kepler-245 e,3.21982106,1.750,2.1157000
Kepler-246 b,4.60182000,2.340,2.2270000
Kepler-246 c,11.18716100,1.500,3.1610000
Kepler-247 b,3.33616000,1.640,2.0770000
Kepler-247 c,9.43945200,4.090,2.8960000
Kepler-247 d,20.47791200,3.940,3.0680000
Kepler-248 b,6.30820500,3.020,3.0080000
Kepler-248 c,16.23949400,4.070,4.0300000
Kepler-249 b,3.30653900,1.090,1.7670000
Kepler-249 c,7.11370200,1.510,2.2190000
Kepler-249 d,15.36845900,1.570,2.6970000
Kepler-25 b,6.23829700,2.748,
Kepler-25 c,12.72070000,5.217,
Kepler-250 b,4.14814100,1.130,2.4030000
Kepler-250 c,7.15680400,2.280,2.5670000
Kepler-250 d,17.64831200,2.180,1.9800000
Kepler-251 b,4.79093600,1.330,2.7050000
Kepler-251 c,16.51404300,2.770,4.1080000
Kepler-251 d,30.13300100,2.770,4.9190000
Kepler-251 e,99.64016100,2.770,4.3600000
Kepler-252 b,6.66839100,1.230,1.9780000
Kepler-252 c,10.84846300,2.150,2.9760000
Kepler-253 b,3.78398600,1.630,1.9320000
Kepler-253 c,10.28195100,2.650,3.5170000
Kepler-253 d,18.11986900,3.170,4.2900000
Kepler-254 b,5.82666200,3.870,3.0320000
Kepler-254 c,12.41218300,2.150,3.3620000
Kepler-254 d,18.74647700,2.500,3.9610000
Kepler-255 b,5.71460600,1.550,2.2380000
Kepler-255 c,9.94604700,2.990,3.3800000
Kepler-255 d,1.04562266,1.320,1.8269000
Kepler-256 b,1.62049300,1.590,2.2410000
Kepler-256 c,3.38802000,2.150,2.6280000
Kepler-256 d,5.83917200,2.480,3.1340000
Kepler-256 e,10.68157200,2.350,3.5420000
Kepler-257 b,2.38266700,2.610,1.8120000
Kepler-257 c,6.58148400,5.410,3.2890000
Kepler-257 d,24.66455100,4.950,2.6550000
Kepler-258 b,13.19722000,4.060,3.4180000
Kepler-258 c,33.65307900,3.610,4.1260000
Kepler-259 b,8.11531700,2.800,2.9540000
Kepler-259 c,36.92493100,2.700,4.7230000
Kepler-26 b,12.28000000,2.780,
Kepler-26 c,17.25590000,2.720,
Kepler-26 d,3.54391900,1.070,2.0120000
Kepler-26 e,46.82791500,2.410,2.0840000
Kepler-260 b,8.18739900,2.010,3.0270000
Kepler-260 c,76.05017800,1.740,6.8260000
Kepler-261 b,10.38122700,2.180,2.7590000
Kepler-261 c,24.57085800,2.000,2.7610000
Kepler-262 b,13.06085500,1.360,3.2780000
Kepler-262 c,21.85372200,1.640,3.4900000
Kepler-263 b,16.56808700,2.670,4.1430000
Kepler-263 c,47.33277300,2.470,3.0690000
Kepler-264 b,40.80623100,3.330,14.2530000
Kepler-264 c,140.10126100,2.830,17.9330000
Kepler-265 b,6.84626200,1.860,3.5900000
Kepler-265 c,17.02893700,2.630,4.7320000
Kepler-265 d,43.13061700,2.490,3.0660000
Kepler-265 e,67.83102400,2.590,7.0660000
Kepler-266 b,6.61833000,2.480,3.7170000
Kepler-266 c,107.72360100,3.890,8.0800000
Kepler-267 b,3.35372800,1.980,1.4940000
Kepler-267 c,6.87745000,2.130,1.3500000
Kepler-267 d,28.46451500,2.270,2.7420000
Kepler-268 b,25.93413800,2.550,4.5710000
Kepler-268 c,83.44639300,3.380,7.2190000
Kepler-269 b,5.32671800,2.470,3.3870000
Kepler-269 c,8.12789900,1.690,3.8990000
Kepler-27 b,15.33480000,4.000,3.4700000
Kepler-27 c,31.33090000,4.900,4.7500000
Kepler-27 d,6.54628992,2.706,
Kepler-270 b,11.47609400,2.010,4.8650000
Kepler-270 c,25.26288700,1.770,3.6980000
Kepler-271 b,10.43547805,1.230,3.4047000
Kepler-271 c,7.41086267,0.950,3.2769000
Kepler-271 d,5.24972541,0.660,2.7660000
Kepler-272 b,2.97135300,1.430,2.6480000
Kepler-272 c,6.05734200,1.790,3.6950000
Kepler-272 d,10.93730400,2.250,3.0840000
Kepler-273 b,2.93653200,1.500,1.7040000
Kepler-273 c,8.01492700,1.980,3.3790000
Kepler-274 b,11.63478800,1.540,5.5410000
Kepler-274 c,33.19786100,1.840,4.5440000
Kepler-275 b,10.30068200,2.340,4.9670000
Kepler-275 c,16.08813400,3.380,5.8880000
Kepler-275 d,35.67606200,3.330,7.6340000
Kepler-276 b,14.12841000,2.870,3.7330000
Kepler-276 c,31.88400000,2.900,
Kepler-276 d,48.64800000,2.800,
Kepler-277 b,17.32400000,2.920,
Kepler-277 c,33.00600000,3.360,
Kepler-278 b,30.16054600,4.070,7.5080000
Kepler-278 c,51.07877500,3.590,11.3150000
Kepler-279 b,12.30968100,3.620,5.8680000
Kepler-279 c,35.73600000,4.300,
Kepler-279 d,54.41400000,3.100,
Kepler-28 b,5.91000000,1.959,
Kepler-28 c,8.99000000,1.857,
Kepler-280 b,2.13954200,1.450,2.0200000
Kepler-280 c,4.80709100,2.010,0.9010000
Kepler-281 b,14.64600800,2.820,6.2930000
Kepler-281 c,36.33737300,5.310,6.8090000
Kepler-281 d,148.27200320,5.937,
Kepler-282 b,9.22052400,1.010,4.8470000
Kepler-282 c,13.63872300,1.200,5.5730000
Kepler-282 d,24.80600000,2.460,
Kepler-282 e,44.34700000,3.100,
Kepler-283 b,11.00815100,2.130,2.0870000
Kepler-283 c,92.74371100,1.820,6.2790000
Kepler-284 b,12.69914900,2.240,2.8190000
Kepler-284 c,37.51445600,2.610,5.3520000
Kepler-285 b,2.63386700,1.340,2.0610000
Kepler-285 c,6.18667600,1.120,2.9080000
Kepler-286 b,1.79630200,1.240,1.9740000
Kepler-286 c,3.46809500,1.370,2.3050000
Kepler-286 d,5.91432300,1.330,2.6550000
Kepler-286 e,29.22128900,1.770,3.9300000
Kepler-287 b,20.34219900,2.330,2.2570000
Kepler-287 c,44.85189600,3.260,3.5840000
Kepler-288 b,6.09732600,1.670,3.3060000
Kepler-288 c,19.30577200,2.850,4.1920000
Kepler-288 d,56.63374200,2.670,6.0390000
Kepler-289 b,34.53830000,2.490,
Kepler-289 c,125.87230000,11.230,
Kepler-289 d,66.02820000,3.030,
Kepler-29 b,10.33974000,2.550,3.0410000
Kepler-29 c,13.28613000,2.340,
Kepler-290 b,14.58934700,2.250,2.4040000
Kepler-290 c,36.77031000,2.700,4.2780000
Kepler-290 d,0.76401755,0.860,1.1030000
Kepler-291 b,3.54651100,2.160,2.2660000
Kepler-291 c,5.70078600,1.880,1.6470000
Kepler-292 b,2.58082700,1.320,2.0920000
Kepler-292 c,3.71533500,1.470,2.3200000
Kepler-292 d,7.05567900,2.230,3.1450000
Kepler-292 e,11.97901000,2.670,4.0940000
Kepler-292 f,20.83423700,2.350,4.3410000
Kepler-293 b,19.25419600,3.070,4.5330000
Kepler-293 c,54.15574300,3.830,4.6080000
Kepler-294 b,3.70121200,1.770,2.4760000
Kepler-294 c,6.62640000,2.710,3.1750000
Kepler-295 b,12.64516400,1.220,8.6130000
Kepler-295 c,21.52625800,1.170,8.2130000
Kepler-295 d,33.88405400,1.360,5.3730000
Kepler-296 b,10.86438400,1.610,
Kepler-296 c,5.84163660,2.000,
Kepler-296 d,19.85029100,2.090,
Kepler-296 e,34.14211000,1.530,
Kepler-296 f,63.33627000,1.800,
Kepler-297 b,38.87182600,2.870,6.1250000
Kepler-297 c,74.92013700,6.540,4.7940000
Kepler-297 d,150.01895110,32.600,4.3823000
Kepler-298 b,10.47546400,1.960,2.3200000
Kepler-298 c,22.92881000,1.930,2.3980000
Kepler-298 d,77.47363300,2.500,4.4330000
Kepler-299 b,2.92712800,1.320,2.5460000
Kepler-299 c,6.88587500,2.650,4.0090000
Kepler-299 d,15.05478600,1.860,4.2790000
Kepler-299 e,38.28548900,1.870,5.6380000
Kepler-30 b,29.33434000,3.900,
Kepler-30 c,60.32310500,12.300,
Kepler-30 d,143.34394000,8.800,
Kepler-300 b,10.44634700,1.670,2.1900000
Kepler-300 c,40.71495500,2.250,8.6920000
Kepler-301 b,2.50855300,1.350,2.2940000
Kepler-301 c,5.41902600,1.350,2.2810000
Kepler-301 d,13.75124300,1.750,3.9580000
Kepler-302 b,30.18410400,4.060,5.9400000
Kepler-302 c,127.28218400,12.450,7.1600000
Kepler-303 b,1.93705500,0.890,1.5350000
Kepler-303 c,7.06114900,1.140,1.0540000
Kepler-304 b,3.29570900,2.860,1.7970000
Kepler-304 c,5.31594600,2.170,1.1140000
Kepler-304 d,9.65347100,2.750,2.9870000
Kepler-304 e,1.49914695,1.200,1.4421000
Kepler-305 b,5.48700000,3.600,
Kepler-305 c,8.29100000,3.300,
Kepler-305 d,16.74000000,2.760,
Kepler-305 e,3.20538000,1.794,
Kepler-306 b,4.64618600,1.520,2.3160000
Kepler-306 c,7.24019300,2.350,3.0520000
Kepler-306 d,17.32664400,2.470,4.7770000
Kepler-306 e,44.84097500,2.270,5.4840000
Kepler-307 b,10.42080000,2.430,
Kepler-307 c,13.07290000,2.200,
Kepler-308 b,9.69492800,2.120,2.6090000
Kepler-308 c,15.38231000,2.160,3.9510000
Kepler-309 b,5.92365300,1.560,2.7870000
Kepler-309 c,105.35638300,2.510,3.6580000
Kepler-31 b,20.86130000,5.500,4.9920000
Kepler-31 c,42.63180000,5.300,6.0240000
Kepler-31 d,87.64510000,3.900,8.2560000
Kepler-310 b,13.93069800,1.190,2.1040000
Kepler-310 c,56.47542000,3.380,6.1330000
Kepler-310 d,92.87612500,2.470,7.1260000
Kepler-311 b,9.17609200,1.700,4.3420000
Kepler-311 c,19.73828600,1.430,4.8600000
Kepler-311 d,232.04032600,2.050,12.2350000
Kepler-312 b,1.77241900,1.290,2.4530000
Kepler-312 c,19.74741200,3.150,3.3760000
Kepler-313 b,14.97041800,2.530,5.8580000
Kepler-313 c,32.27327300,2.570,6.5100000
Kepler-314 b,2.46106900,0.830,2.2930000
Kepler-314 c,5.96039200,2.900,2.7650000
Kepler-315 b,96.10114100,3.770,8.3600000
Kepler-315 c,265.46933500,4.150,10.1840000
Kepler-316 b,2.24050800,1.060,1.3900000
Kepler-316 c,6.82776600,1.160,2.4190000
Kepler-317 b,5.52424200,2.090,2.6720000
Kepler-317 c,8.77501000,1.720,2.8570000
Kepler-318 b,4.66271500,4.710,2.7460000
Kepler-318 c,11.81500700,3.680,2.5560000
Kepler-319 b,4.36270500,1.630,2.1940000
Kepler-319 c,6.94135700,2.630,1.7910000
Kepler-319 d,31.78192500,2.290,3.8630000
Kepler-32 b,5.90124000,2.200,2.1120000
Kepler-32 c,8.75220000,2.000,2.3280000
Kepler-32 d,22.78020000,2.700,2.9760000
Kepler-32 e,2.89600000,1.500,1.2720000
Kepler-32 f,0.74296000,0.820,0.9360000
Kepler-320 b,8.37155400,1.140,4.0400000
Kepler-320 c,17.93493700,1.370,5.2600000
Kepler-321 b,4.91537900,1.770,2.7250000
Kepler-321 c,13.09392100,2.320,2.1400000
Kepler-322 b,1.65388800,1.010,1.6720000
Kepler-322 c,4.33723400,1.670,2.4540000
Kepler-323 b,1.67832800,1.381,
Kepler-323 c,3.55382290,1.570,
Kepler-324 b,4.38531500,1.140,2.4880000
Kepler-324 c,51.80561200,3.150,6.5890000
Kepler-324 e,13.97939968,2.039,
Kepler-325 b,4.54443900,2.910,1.7560000
Kepler-325 c,12.76217200,2.540,1.8380000
Kepler-325 d,38.71518500,2.790,3.4580000
Kepler-326 b,2.24832900,1.520,2.0710000
Kepler-326 c,4.58035800,1.400,2.1420000
Kepler-326 d,6.76688800,1.210,1.6310000
Kepler-327 b,2.54957500,1.110,1.6670000
Kepler-327 c,5.21233300,1.030,2.1290000
Kepler-327 d,13.96945700,1.730,1.4080000
Kepler-328 b,34.92100000,2.300,
Kepler-328 c,71.31200000,5.400,
Kepler-329 b,7.41639700,1.400,2.1680000
Kepler-329 c,18.68473700,1.930,3.9480000
Kepler-33 b,5.66793000,1.740,4.8800000
Kepler-33 c,13.17562000,3.200,6.7000000
Kepler-33 d,21.77596000,5.350,8.0110000
Kepler-33 e,31.78440000,4.020,8.9000000
Kepler-33 f,41.02902000,4.460,9.8700000
Kepler-330 b,8.25978000,1.350,3.0050000
Kepler-330 c,15.95538700,1.950,3.9170000
Kepler-331 b,8.45749600,1.820,2.3040000
Kepler-331 c,17.28111000,1.840,2.7720000
Kepler-331 d,32.13432800,1.640,2.8150000
Kepler-332 b,7.62632400,1.170,2.3700000
Kepler-332 c,15.99562200,1.090,3.3790000
Kepler-332 d,34.21154000,1.180,4.7090000
Kepler-333 b,12.55115800,1.320,3.2160000
Kepler-333 c,24.08821000,1.110,3.9900000
Kepler-334 b,5.47031900,1.120,3.0410000
Kepler-334 c,12.75800500,1.430,4.0880000
Kepler-334 d,25.09849000,1.410,2.7670000
Kepler-335 b,6.56233100,3.390,4.0350000
Kepler-335 c,67.84446900,3.070,12.1570000
Kepler-336 b,2.02482300,1.020,2.7620000
Kepler-336 c,9.60000100,2.100,4.2430000
Kepler-336 d,20.67877200,2.370,4.5150000
Kepler-337 b,3.29278100,1.540,4.7670000
Kepler-337 c,9.69320100,2.050,5.5090000
Kepler-338 b,13.72697600,2.440,7.2880000
Kepler-338 c,24.31085600,2.340,8.8200000
Kepler-338 d,44.43101400,3.000,10.6240000
Kepler-338 e,9.34100000,1.560,
Kepler-339 b,4.97765600,1.420,2.5530000
Kepler-339 c,6.98805500,1.150,3.1500000
Kepler-339 d,10.55834500,1.170,3.4100000
Kepler-34 b,288.82200000,8.564,
Kepler-340 b,14.84438700,2.530,5.6260000
Kepler-340 c,22.82466900,3.370,6.6140000
Kepler-341 b,5.19552800,1.180,3.8160000
Kepler-341 c,8.01041000,1.700,4.2160000
Kepler-341 d,27.66631300,1.850,6.0480000
Kepler-341 e,42.47326900,1.990,7.1680000
Kepler-342 b,15.17031800,2.250,4.0160000
Kepler-342 c,26.23413800,1.960,2.4350000
Kepler-342 d,39.45935700,2.490,8.1640000
Kepler-342 e,1.64422461,0.880,2.7822000
Kepler-343 b,8.96855000,2.410,4.3260000
Kepler-343 c,23.22182000,2.020,2.7080000
Kepler-344 b,21.96394500,2.610,2.6760000
Kepler-344 c,125.59680900,2.950,7.5330000
Kepler-345 b,7.41556300,0.740,1.9710000
Kepler-345 c,9.38742700,1.200,1.5550000
Kepler-346 b,6.51112700,2.660,1.5090000
Kepler-346 c,23.85154900,3.070,2.3850000
Kepler-347 b,12.79836000,1.970,6.2440000
Kepler-347 c,27.32087100,1.750,3.9270000
Kepler-347 d,85.51734400,3.040,9.3310000
Kepler-348 b,7.05677000,1.520,1.9090000
Kepler-348 c,17.26542700,1.330,5.1870000
Kepler-349 b,5.92977800,1.900,2.3640000
Kepler-349 c,12.24762900,1.960,3.2780000
Kepler-35 b,131.45800000,8.160,
Kepler-350 b,11.18956200,1.850,5.1200000
Kepler-350 c,17.84900000,3.100,
Kepler-350 d,26.13600000,2.800,
Kepler-351 b,37.05491900,3.060,5.1220000
Kepler-351 c,57.24809000,3.190,5.9230000
Kepler-351 d,142.54424700,2.720,8.9490000
Kepler-352 b,10.05537000,0.860,2.9630000
Kepler-352 c,16.33299500,1.240,2.1220000
Kepler-352 d,6.88727999,0.806,
Kepler-353 b,5.79527800,0.890,2.1840000
Kepler-353 c,8.41089400,1.380,2.2530000
Kepler-354 b,5.47666000,1.840,2.5030000
Kepler-354 c,16.93440200,1.310,3.4560000
Kepler-354 d,24.20984200,1.240,4.3730000
Kepler-355 b,11.03189000,1.460,4.9350000
Kepler-355 c,25.76229400,2.710,6.8160000
Kepler-356 b,4.61269600,1.570,2.9720000
Kepler-356 c,13.12163200,1.810,3.6260000
Kepler-357 b,6.47543400,1.840,2.6510000
Kepler-357 c,16.85837000,2.670,2.0160000
Kepler-357 d,49.49987500,3.430,6.5940000
Kepler-358 b,34.06046700,2.720,2.4610000
Kepler-358 c,83.48836900,2.850,6.0880000
Kepler-359 b,25.56322200,3.530,4.2840000
Kepler-359 c,57.68802000,4.300,4.1610000
Kepler-359 d,77.09569100,4.010,3.4760000
Kepler-36 b,13.86825000,1.498,
Kepler-36 c,16.21865000,3.679,7.4600000
Kepler-360 b,3.28967200,1.650,2.3120000
Kepler-360 c,7.18643400,2.100,1.4060000
Kepler-361 b,8.48661600,1.450,5.1760000
Kepler-361 c,55.18802300,2.520,9.1670000
Kepler-362 b,10.32718600,0.880,1.8030000
Kepler-362 c,37.86628100,1.450,4.7690000
Kepler-363 b,3.61456800,1.160,3.4010000
Kepler-363 c,7.54242700,1.690,4.9000000
Kepler-363 d,11.93212500,2.050,6.3500000
Kepler-364 b,25.74571800,1.550,6.9830000
Kepler-364 c,59.98062700,2.150,6.5820000
Kepler-365 b,10.66490300,2.040,3.2930000
Kepler-365 c,17.78412900,1.640,3.8620000
Kepler-366 b,3.28195900,1.460,2.8510000
Kepler-366 c,12.51616000,1.790,4.8380000
Kepler-367 b,37.81572400,1.300,4.6310000
Kepler-367 c,53.57863700,1.200,5.2360000
Kepler-368 b,26.84768000,3.260,10.0850000
Kepler-368 c,72.37933400,3.880,7.6850000
Kepler-369 b,2.73275600,1.130,1.0370000
Kepler-369 c,14.87157200,1.410,2.4270000
Kepler-37 b,13.36702000,0.310,
Kepler-37 c,21.30184800,0.755,
Kepler-37 d,39.79226220,2.030,
Kepler-37 e,51.19600000,,
Kepler-370 b,4.57953000,1.590,3.2820000
Kepler-370 c,19.02293000,1.910,3.4180000
Kepler-371 b,34.76327800,1.890,4.1740000
Kepler-371 c,67.96801500,1.780,7.8020000
Kepler-372 b,6.84969200,1.360,4.1200000
Kepler-372 c,20.05376300,2.090,6.0310000
Kepler-372 d,30.09256800,1.690,7.4990000
Kepler-373 b,5.53530900,1.360,2.8640000
Kepler-373 c,16.72594800,1.240,2.8750000
Kepler-374 b,1.89780600,1.030,2.6410000
Kepler-374 c,3.28280700,1.100,3.3090000
Kepler-374 d,5.02821900,1.310,3.4400000
Kepler-375 b,12.12593400,1.450,3.0400000
Kepler-375 c,19.98632600,2.650,3.8100000
Kepler-376 b,4.92019900,1.070,3.9150000
Kepler-376 c,14.17232700,1.790,2.6100000
Kepler-377 b,12.50952900,1.390,4.0220000
Kepler-377 c,27.01497600,2.060,5.7760000
Kepler-378 b,16.09236100,0.750,1.9370000
Kepler-378 c,28.90600900,0.700,3.0430000
Kepler-379 b,20.09838000,1.660,5.1050000
Kepler-379 c,62.78469700,2.290,4.6780000
Kepler-38 b,105.59900000,4.300,
Kepler-380 b,3.93082100,1.190,2.9620000
Kepler-380 c,7.63000400,1.270,2.9490000
Kepler-381 b,5.62902100,0.990,3.9130000
Kepler-381 c,13.39163500,1.120,3.4170000
Kepler-381 d,8.25629997,1.067,
Kepler-382 b,5.26215500,1.320,3.2290000
Kepler-382 c,12.16270100,1.590,1.9580000
Kepler-383 b,12.90453200,1.320,3.3220000
Kepler-383 c,31.20075100,1.240,3.7180000
Kepler-384 b,22.59705300,1.120,6.0310000
Kepler-384 c,45.34826900,1.130,4.6570000
Kepler-385 b,10.04368600,2.730,4.5970000
Kepler-385 c,15.16316100,3.040,6.8040000
Kepler-385 d,56.41590000,2.619,
Kepler-386 b,12.31043000,1.390,3.9390000
Kepler-386 c,25.19345800,1.580,4.6340000
Kepler-387 b,6.79163600,1.030,3.1970000
Kepler-387 c,11.83754900,0.890,3.2560000
Kepler-388 b,3.17331500,0.810,2.0420000
Kepler-388 c,13.29700400,0.860,3.2770000
Kepler-389 b,3.24410700,1.510,2.0940000
Kepler-389 c,14.51143000,1.460,2.9670000
Kepler-39 b,21.08721000,13.900,5.9600000
Kepler-390 b,6.73808800,0.820,2.3770000
Kepler-390 c,13.06002200,0.790,2.6650000
Kepler-391 b,7.41675500,3.200,6.8320000
Kepler-391 c,20.48543500,3.540,10.3810000
Kepler-392 b,5.34185300,1.000,3.0430000
Kepler-392 c,10.42311800,1.100,2.2660000
Kepler-393 b,9.18241700,1.290,4.3430000
Kepler-393 c,14.61361200,1.330,5.4010000
Kepler-394 b,8.00501300,1.600,3.4190000
Kepler-394 c,12.13068600,1.660,3.8190000
Kepler-394 d,5.61358023,1.501,
Kepler-395 b,7.05434600,1.030,1.9090000
Kepler-395 c,34.98926200,1.320,4.4590000
Kepler-396 b,42.99400000,3.500,
Kepler-396 c,88.50500000,5.300,
Kepler-397 b,22.25094900,2.460,1.6890000
Kepler-397 c,135.49852700,6.180,6.9010000
Kepler-398 b,4.08142300,0.930,2.2870000
Kepler-398 c,11.41941200,1.010,3.3420000
Kepler-398 d,6.83437001,0.880,2.1537000
Kepler-399 b,14.42528100,0.960,3.6860000
Kepler-399 c,26.67569000,1.430,2.7580000
Kepler-399 d,58.03461600,1.890,5.4350000
Kepler-4 b,3.21346000,4.002,
Kepler-40 b,6.87349000,13.110,6.8600000
Kepler-400 b,9.02438900,1.650,3.1280000
Kepler-400 c,17.34082400,1.490,3.4250000
Kepler-401 b,14.38303500,1.710,8.7290000
Kepler-401 c,47.31821800,2.150,10.5790000
Kepler-401 d,184.25640500,2.270,11.2830000
Kepler-402 b,4.02875100,1.220,2.9850000
Kepler-402 c,6.12482100,1.560,3.4670000
Kepler-402 d,8.92109900,1.380,3.8380000
Kepler-402 e,11.24286100,1.460,4.1940000
Kepler-403 b,7.03146200,1.250,5.8480000
Kepler-403 c,54.28074900,1.750,5.3730000
Kepler-403 d,13.61159129,1.420,7.5080000
Kepler-404 b,11.82985100,1.270,5.6350000
Kepler-404 c,14.75116600,1.720,1.1660000
Kepler-405 b,10.61383900,2.080,3.5380000
Kepler-405 c,29.72668200,4.660,1.5340000
Kepler-406 b,2.42629000,1.430,
Kepler-406 c,4.62332000,0.850,
Kepler-407 b,0.66931000,1.070,
Kepler-408 b,2.46502000,0.820,
Kepler-409 b,68.95832160,1.199,
Kepler-41 b,1.85555820,14.460,2.4341000
Kepler-410 A b,17.83364800,2.838,
Kepler-411 b,3.00515600,2.401,
Kepler-411 c,7.83443500,4.421,
Kepler-411 d,58.02035000,3.319,
Kepler-412 b,1.72086040,15.031,
Kepler-413 b,66.26200000,4.347,
Kepler-414 b,4.70000000,1.710,
Kepler-414 c,7.17100000,3.010,
Kepler-415 b,4.17600000,1.210,
Kepler-415 c,8.70800000,,
Kepler-416 b,6.31900000,2.480,
Kepler-416 c,12.20900000,,
Kepler-416 d,3.07644709,1.610,2.6326000
Kepler-417 b,12.33100000,2.310,
Kepler-417 c,15.94300000,,
Kepler-418 b,86.67856000,13.450,10.2240000
Kepler-418 c,12.21829987,5.221,
Kepler-419 b,69.75460000,10.800,
Kepler-42 b,1.21376720,0.780,
Kepler-42 c,0.45328509,0.730,
Kepler-42 d,1.86516900,0.570,
Kepler-421 b,704.19840000,4.160,15.7900000
Kepler-422 b,7.89144830,12.890,
Kepler-423 b,2.68432850,13.361,2.7220000
Kepler-424 b,3.31186440,9.980,
Kepler-425 b,3.79701816,10.962,2.3530000
Kepler-426 b,3.21751883,12.220,2.1910000
Kepler-427 b,10.29099400,13.790,4.2860000
Kepler-428 b,3.52563254,12.110,2.6140000
Kepler-43 b,3.02409490,13.664,
Kepler-430 b,35.96800000,3.250,
Kepler-430 c,110.97900000,1.750,
Kepler-431 b,6.80300000,0.764,
Kepler-431 c,8.70300000,0.668,
Kepler-431 d,11.92200000,1.110,
Kepler-432 b,52.50112900,12.834,
Kepler-433 b,5.33408384,16.250,6.1780000
Kepler-434 b,12.87470990,12.670,2.2880000
Kepler-435 b,8.60015360,22.310,9.0030000
Kepler-436 b,64.00205000,2.730,4.6700000
Kepler-436 c,16.79713874,2.330,3.2380000
Kepler-437 b,66.65062000,2.140,5.5900000
Kepler-438 b,35.23319000,1.120,3.4800000
Kepler-439 b,178.13960000,2.240,9.5900000
Kepler-44 b,3.24672930,12.220,3.1240000
Kepler-440 b,101.11141000,1.860,7.9500000
Kepler-441 b,207.24820000,1.640,6.0500000
Kepler-442 b,112.30530000,1.340,5.6200000
Kepler-443 b,177.66930000,2.330,8.9500000
Kepler-444 b,3.60010530,0.403,
Kepler-444 c,4.54588410,0.497,
Kepler-444 d,6.18939200,0.530,
Kepler-444 e,7.74349300,0.546,
Kepler-444 f,9.74048600,0.741,
Kepler-445 b,2.98415100,1.580,1.0304000
Kepler-445 c,4.87122900,2.510,1.2287000
Kepler-445 d,8.15275000,1.250,1.3860000
Kepler-446 b,1.56540900,1.500,0.6456000
Kepler-446 c,3.03617900,1.110,0.9432000
Kepler-446 d,5.14892100,1.350,0.8832000
Kepler-447 b,7.79430132,18.490,1.1350000
Kepler-449 b,12.58242000,2.056,
Kepler-449 c,33.67270000,2.764,
Kepler-45 b,2.45523900,10.760,
Kepler-450 b,28.45485100,6.140,
Kepler-450 c,15.41313500,2.620,
Kepler-450 d,7.51464000,0.837,
Kepler-452 b,384.84300000,1.630,10.6300000
Kepler-453 b,240.50300000,6.204,
Kepler-454 b,10.57375340,2.370,
Kepler-457 d,10.69060040,2.985,
Kepler-458 c,20.74028413,4.200,10.3853000
Kepler-46 b,33.60134000,9.057,
Kepler-46 d,6.76658900,1.640,2.5980000
Kepler-460 c,220.13033570,5.520,21.4450000
Kepler-461 b,8.31378306,2.580,2.9927000
Kepler-462 b,84.68660000,3.000,
Kepler-462 c,207.62000000,4.000,
Kepler-463 b,8.98101683,3.050,1.8737000
Kepler-464 b,7.25696522,3.300,4.8639000
Kepler-465 b,9.94067247,2.950,3.9006000
Kepler-466 b,51.07926307,2.850,6.3729000
Kepler-466 c,3.70921385,1.250,2.5575000
Kepler-467 b,24.99324193,2.250,5.9083000
Kepler-468 b,38.47875707,13.340,5.0584500
Kepler-47 b,49.46430000,3.050,
Kepler-47 c,303.22700000,4.650,
