# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  5 16:20:36 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and pl_controv_flag = 0)
# CONSTRAINT:  order by pl_name asc
#
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN discoverymethod: Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,sy_snum,sy_pnum,sy_mnum,discoverymethod,pl_orbper,pl_rade,pl_masse,pl_eqt,sy_dist
GJ 649 b,GJ 649,1,1,0,Radial Velocity,600.10000000,,,,10.3796000
GJ 667 C b,GJ 667 C,3,5,0,Radial Velocity,7.20300000,,,,7.2439600
GJ 667 C c,GJ 667 C,3,5,0,Radial Velocity,28.14000000,,,,7.2439600
GJ 674 b,GJ 674,1,1,0,Radial Velocity,4.69380000,,,,4.5489600
GJ 676 A b,GJ 676 A,2,4,0,Radial Velocity,1051.44521000,,1840.86213,,16.0272000
GJ 676 A c,GJ 676 A,2,4,0,Radial Velocity,13921.42302000,,4288.14087,,16.0272000
GJ 676 A d,GJ 676 A,2,4,0,Radial Velocity,3.60076000,,,,16.0272000
GJ 676 A e,GJ 676 A,2,4,0,Radial Velocity,35.47358000,,,,16.0272000
GJ 680 b,GJ 680,2,1,0,Radial Velocity,17281.66514000,,7977.49302,,9.6731500
GJ 682 b,GJ 682,1,2,0,Radial Velocity,17.47800000,,,,5.0067100
GJ 682 c,GJ 682,1,2,0,Radial Velocity,57.32000000,,,,5.0067100
GJ 685 b,GJ 685,1,1,0,Radial Velocity,24.16000000,,,,14.3155000
GJ 687 b,GJ 687,1,2,0,Radial Velocity,38.14200000,,,,4.5493900
GJ 687 c,GJ 687,1,2,0,Radial Velocity,727.56200000,,,,4.5493900
GJ 720 A b,GJ 720 A,2,1,0,Radial Velocity,19.46600000,,,401,15.5575000
GJ 724 b,GJ 724,1,1,0,Radial Velocity,5.10128400,,,611,16.9658000
GJ 740 b,GJ 740,1,1,0,Radial Velocity,2.37756000,,,829,11.1017000
GJ 806 b,GJ 806,1,2,0,Transit,0.92632370,1.331,1.90000,940,12.0445000
GJ 806 c,GJ 806,1,2,0,Radial Velocity,6.64064000,,,490,12.0445000
GJ 832 b,GJ 832,1,1,0,Radial Velocity,3853.00000000,,314.65012,,4.9643500
GJ 849 b,GJ 849,1,2,0,Radial Velocity,1925.31000000,,,,8.8005800
GJ 849 c,GJ 849,1,2,0,Radial Velocity,5990.00000000,,,,8.8005800
GJ 86 b,GJ 86,2,1,0,Radial Velocity,15.76491000,,,,10.7836000
GJ 876 b,GJ 876,1,4,0,Radial Velocity,61.11660000,,723.22350,,4.6751700
GJ 876 c,GJ 876,1,4,0,Radial Velocity,30.08810000,,226.98460,,4.6751700
GJ 876 d,GJ 876,1,4,0,Radial Velocity,1.93778000,,6.83000,,4.6751700
GJ 876 e,GJ 876,1,4,0,Radial Velocity,124.26000000,,14.60000,,4.6751700
GJ 887 b,GJ 887,1,2,0,Radial Velocity,9.26200000,,,468,3.2900000
GJ 887 c,GJ 887,1,2,0,Radial Velocity,21.78900000,,,352,3.2900000
GJ 896 A b,GJ 896 A,2,1,0,Astrometry,284.39000000,,718.29220,,6.2602200
GJ 900 b,GJ 900 A,3,1,0,Imaging,,,3496.11248,,20.8065000
GJ 9066 c,GJ 9066,1,1,0,Radial Velocity,771.36000000,,,,4.4710000
GJ 9404 b,GJ 9404,1,1,0,Radial Velocity,13.45860000,,,,23.8839000
GJ 96 b,GJ 96,1,1,0,Radial Velocity,73.94000000,,,,11.9315000
GJ 9689 b,GJ 9689,1,1,0,Radial Velocity,18.27000000,,,453,30.6203000
GJ 9714 b,GJ 9714,1,1,0,Radial Velocity,19240.75467000,,2988.54051,,20.5121000
GJ 9827 b,GJ 9827,1,3,0,Transit,1.20897400,1.440,4.28000,1035,29.6610000
GJ 9827 c,GJ 9827,1,3,0,Transit,3.64810300,1.130,1.86000,716,29.6610000
GJ 9827 d,GJ 9827,1,3,0,Transit,6.20181200,1.890,3.02000,600,29.6610000
GPX-1 b,GPX-1,1,1,0,Transit,1.74457900,16.477,6261.21962,2300,655.0130000
GQ Lup b,GQ Lup,1,1,0,Imaging,,33.600,6356.00000,2650,151.1690000
GSC 06214-00210 b,GSC 06214-00210,1,1,0,Imaging,,,5000.00000,2300,108.5000000
GU Psc b,GU Psc,1,1,0,Imaging,,14.179,3591.30000,1050,47.5501000
Gaia-1 b,Gaia-1,1,1,0,Transit,3.05252400,13.776,533.95172,,363.6600000
Gaia-2 b,Gaia-2,1,1,0,Transit,3.69152240,14.818,259.66581,,209.2290000
Gaia22dkvL b,Gaia22dkvL,1,1,0,Microlensing,,,187.83659,,1270.0000000
Gl 378 b,Gl 378,1,1,0,Radial Velocity,3.82200000,,,830,14.9545000
Gl 49 b,Gl 49,2,1,0,Radial Velocity,13.85080000,,,,9.8528000
Gl 686 b,Gl 686,1,1,0,Radial Velocity,15.53000000,,,,8.1572800
Gliese 12 b,Gliese 12,1,1,0,Transit,12.76140800,0.958,3.87000,315,12.2100000
HAT-P-1 b,HAT-P-1,2,1,0,Transit,4.46529976,14.785,166.86075,1322,158.9790000
HAT-P-11 b,HAT-P-11,1,2,0,Transit,4.88780244,4.360,,,37.7647000
HAT-P-11 c,HAT-P-11,1,2,0,Radial Velocity,3407.00000000,,,,37.7647000
HAT-P-12 b,HAT-P-12,1,1,0,Transit,3.21305980,10.749,67.05900,963,142.7510000
HAT-P-13 b,HAT-P-13,1,2,0,Transit,2.91625000,14.258,270.46200,,246.8100000
HAT-P-13 c,HAT-P-13,1,2,0,Radial Velocity,446.27000000,,,,246.8100000
HAT-P-14 b,HAT-P-14,2,1,0,Transit,4.62767000,15.917,1093.33520,,222.6630000
HAT-P-15 b,HAT-P-15,1,1,0,Transit,10.86350000,11.882,616.59020,,192.5160000
HAT-P-16 b,HAT-P-16,3,1,0,Transit,2.77596000,14.448,1332.60500,1626,226.6370000
HAT-P-17 b,HAT-P-17,1,2,0,Transit,10.33852000,11.769,184.34140,,92.3831000
HAT-P-17 c,HAT-P-17,1,2,0,Radial Velocity,5584.00000000,,,,92.3831000
HAT-P-18 b,HAT-P-18,1,1,0,Transit,5.50802300,11.153,62.61000,852,161.4000000
HAT-P-19 b,HAT-P-19,1,1,0,Transit,4.00878322,11.299,88.03847,981,202.0780000
HAT-P-2 b,HAT-P-2,1,2,0,Transit,5.63351580,,,,127.7740000
HAT-P-2 c,HAT-P-2,1,2,0,Radial Velocity,8500.00000000,,3400.76395,,127.7740000
HAT-P-20 b,HAT-P-20,1,1,0,Transit,2.87531700,9.718,2302.89900,970,71.0374000
HAT-P-21 b,HAT-P-21,1,1,0,Transit,4.12448000,12.442,1547.83210,,277.2780000
HAT-P-22 b,HAT-P-22,2,1,0,Transit,3.21222000,12.890,785.04010,,81.7647000
HAT-P-23 b,HAT-P-23,1,1,0,Transit,1.21288400,15.334,664.23700,2056,364.8130000
HAT-P-24 b,HAT-P-24,2,1,0,Transit,3.35524000,14.572,238.37250,,415.3440000
HAT-P-25 b,HAT-P-25,1,1,0,Transit,3.65281514,12.722,180.84527,1182,300.3840000
HAT-P-26 b,HAT-P-26,1,1,0,Transit,4.23452000,7.062,22.24810,,141.8370000
HAT-P-27 b,HAT-P-27,2,1,0,Transit,3.03957700,11.430,197.05000,,199.1730000
HAT-P-28 b,HAT-P-28,1,1,0,Transit,3.25721500,13.585,198.95300,1384,401.3190000
HAT-P-29 b,HAT-P-29,2,1,0,Transit,5.72319000,13.115,279.69040,,313.5760000
HAT-P-3 b,HAT-P-3,2,1,0,Transit,2.89970000,10.536,206.58950,,134.5540000
HAT-P-30 b,HAT-P-30,2,1,0,Transit,2.81060000,16.141,263.79890,,213.9850000
HAT-P-31 b,HAT-P-31,1,1,0,Transit,5.00542000,12.218,721.47410,,344.0500000
HAT-P-32 b,HAT-P-32,2,1,0,Transit,2.15000820,22.194,216.12440,1836,289.2050000
HAT-P-33 b,HAT-P-33,2,1,0,Transit,3.47447000,20.737,292.40360,,396.1100000
HAT-P-34 b,HAT-P-34,1,1,0,Transit,5.45265400,13.417,1058.37390,,249.3250000
HAT-P-35 b,HAT-P-35,3,1,0,Transit,3.64670600,14.930,335.62848,,506.9650000
HAT-P-36 b,HAT-P-36,1,1,0,Transit,1.32734683,14.314,587.41341,1781,294.4190000
HAT-P-37 b,HAT-P-37,1,1,0,Transit,2.79743600,13.204,371.52800,1271,390.5940000
HAT-P-38 b,HAT-P-38,1,1,0,Transit,4.64038200,9.247,84.85700,1082,255.2060000
HAT-P-39 b,HAT-P-39,2,1,0,Transit,3.54387000,17.609,190.37200,1752,697.0040000
HAT-P-4 b,HAT-P-4,2,1,0,Transit,3.05653600,14.280,213.25500,1686,320.4510000
HAT-P-40 b,HAT-P-40,1,1,0,Transit,4.45724000,17.038,152.55840,,464.4690000
HAT-P-41 b,HAT-P-41,2,1,0,Transit,2.69405000,22.978,378.21770,,348.1850000
HAT-P-42 b,HAT-P-42,1,1,0,Transit,4.64187800,14.348,331.80100,1428,405.2380000
HAT-P-43 b,HAT-P-43,1,1,0,Transit,3.33264140,13.630,,1353,528.8250000
HAT-P-44 b,HAT-P-44,1,2,0,Transit,4.30121900,13.922,111.87100,1108,347.8500000
HAT-P-44 c,HAT-P-44,1,2,0,Radial Velocity,872.20000000,,,,347.8500000
HAT-P-45 b,HAT-P-45,1,1,0,Transit,3.12899200,15.984,283.49200,1652,298.6400000
HAT-P-46 b,HAT-P-46,1,1,0,Transit,4.46312900,14.392,156.68400,1458,290.7360000
HAT-P-49 b,HAT-P-49,1,1,0,Transit,2.69155000,17.822,699.22600,,350.3510000
HAT-P-5 b,HAT-P-5,1,1,0,Transit,2.78849000,13.563,311.47340,,303.3360000
HAT-P-50 b,HAT-P-50,1,1,0,Transit,3.12201090,14.437,429.07050,1862,515.4580000
HAT-P-51 b,HAT-P-51,1,1,0,Transit,4.21802091,13.507,97.57332,1168,440.0890000
HAT-P-52 b,HAT-P-52,1,1,0,Transit,2.75359530,11.310,259.98494,1218,361.1550000
HAT-P-53 b,HAT-P-53,1,1,0,Transit,1.96162410,14.773,471.65972,1778,666.8020000
HAT-P-54 b,HAT-P-54,1,1,0,Transit,3.79984700,10.581,241.55080,818,143.6510000
HAT-P-55 b,HAT-P-55,1,1,0,Transit,3.58523130,14.841,189.42573,1367,511.3880000
HAT-P-56 b,HAT-P-56,1,1,0,Transit,2.79083000,16.926,734.18730,,320.6390000
HAT-P-57 b,HAT-P-57,3,1,0,Transit,2.46530000,19.504,448.14030,,279.8600000
HAT-P-58 b,HAT-P-58,1,1,0,Transit,4.01383790,14.930,118.23217,1622,515.5900000
HAT-P-59 b,HAT-P-59,1,1,0,Transit,4.14197710,12.588,489.45575,1278,265.4710000
HAT-P-6 b,HAT-P-6,1,1,0,Transit,3.85298000,16.589,419.53560,,275.3580000
HAT-P-60 b,HAT-P-60,1,1,0,Transit,4.79478130,18.282,182.43351,1772,233.2200000
HAT-P-61 b,HAT-P-61,1,1,0,Transit,1.90231289,10.077,335.94463,1505,338.8400000
HAT-P-62 b,HAT-P-62,1,1,0,Transit,2.64532350,12.027,241.86742,1512,348.8150000
HAT-P-63 b,HAT-P-63,1,1,0,Transit,3.37772800,12.543,195.14664,1237,403.4580000
HAT-P-64 b,HAT-P-64,1,1,0,Transit,4.00723200,19.089,184.34048,1766,651.8970000
HAT-P-65 b,HAT-P-65,1,1,0,Transit,2.60544751,18.058,176.07694,1818,738.5190000
HAT-P-66 b,HAT-P-66,1,1,0,Transit,2.97208600,17.822,248.86089,1896,935.4560000
HAT-P-67 b,HAT-P-67,2,1,0,Transit,4.81010250,23.371,108.06220,1903,371.6860000
HAT-P-68 b,HAT-P-68,1,1,0,Transit,2.29840551,12.016,230.10892,1028,202.1520000
HAT-P-69 b,HAT-P-69,1,1,0,Transit,4.78694910,18.786,1137.83140,1930,341.2630000
HAT-P-7 b,HAT-P-7,2,1,0,Transit,2.20474000,16.926,584.80720,,341.0790000
HAT-P-70 b,HAT-P-70,1,1,0,Transit,2.74432452,20.961,2154.88740,2562,330.7390000
HAT-P-8 b,HAT-P-8,3,1,0,Transit,3.07634000,15.693,406.82240,,211.5530000
HAT-P-9 b,HAT-P-9,1,1,0,Transit,3.92281072,15.614,238.05467,1540,455.2030000
HATS-1 b,HATS-1,1,1,0,Transit,3.44645900,14.594,589.55000,1359,283.9710000
HATS-10 b,HATS-10,1,1,0,Transit,3.31284600,10.862,167.17858,1407,534.8890000
HATS-11 b,HATS-11,1,1,0,Transit,3.61918800,18.030,,1596,944.6030000
HATS-12 b,HATS-12,1,1,0,Transit,3.14270200,7.760,,1446,746.1380000
HATS-13 b,HATS-13,1,1,0,Transit,3.04404990,13.585,172.58169,1244,421.8550000
HATS-14 b,HATS-14,1,1,0,Transit,2.76676410,11.646,340.39593,1276,513.0110000
HATS-15 b,HATS-15,1,1,0,Transit,1.74748753,12.386,689.69110,1505,1139.5500000
HATS-16 b,HATS-16,1,1,0,Transit,2.68650200,14.572,1039.30410,1592,757.0440000
HATS-17 b,HATS-17,1,1,0,Transit,16.25461100,8.709,425.25654,814,400.3310000
HATS-18 b,HATS-18,1,1,0,Transit,0.83784000,14.897,629.14449,2069,624.3680000
HATS-2 b,HATS-2,1,1,0,Transit,1.35413379,12.576,435.42492,1550,341.9250000
HATS-22 b,HATS-22,1,1,0,Transit,4.72281240,10.682,870.85420,858,229.5180000
HATS-23 b,HATS-23,1,1,0,Transit,2.16051560,20.849,467.21010,1654,639.0040000
HATS-24 b,HATS-24,1,1,0,Transit,1.34849780,15.637,718.29580,2166,494.1820000
HATS-25 b,HATS-25,1,1,0,Transit,4.29864320,14.123,194.82979,1277,471.1580000
HATS-26 b,HATS-26,1,1,0,Transit,3.30238810,19.616,206.58950,1918,861.8430000
HATS-27 b,HATS-27,1,1,0,Transit,4.63703800,16.814,168.44990,1659,816.9880000
HATS-28 b,HATS-28,1,1,0,Transit,3.18107810,13.384,213.58176,1253,535.3830000
HATS-29 b,HATS-29,1,1,0,Transit,4.60587490,14.022,207.54299,1212,353.8910000
HATS-3 b,HATS-3,1,1,0,Transit,3.54785100,15.480,340.38200,1648,411.2110000
HATS-30 b,HATS-30,2,1,0,Transit,3.17435160,13.171,224.38798,1414,342.1400000
HATS-31 b,HATS-31,1,1,0,Transit,3.37796000,18.383,279.69040,1823,773.9740000
HATS-32 b,HATS-32,1,1,0,Transit,2.81265480,14.000,292.40360,1437,745.1160000
HATS-33 b,HATS-33,1,1,0,Transit,2.54955510,13.787,378.85336,1429,248.4600000
HATS-34 b,HATS-34,1,1,0,Transit,2.10616070,16.029,299.07803,1445,508.8420000
HATS-35 b,HATS-35,1,1,0,Transit,1.82099930,16.410,388.38826,2037,514.5550000
HATS-36 b,HATS-36,1,1,0,Transit,4.17518600,12.920,,1203,856.4360000
HATS-37 A b,HATS-37 A,2,1,0,Transit,4.33153660,6.793,31.46517,1085,211.8960000
HATS-38 b,HATS-38,1,1,0,Transit,4.37502100,6.882,23.51942,1294,343.5250000
HATS-39 b,HATS-39,1,1,0,Transit,4.57763480,17.598,200.23290,1645,878.5210000
HATS-4 b,HATS-4,1,1,0,Transit,2.51672900,11.433,420.47100,1315,416.4590000
HATS-40 b,HATS-40,1,1,0,Transit,3.26427360,17.710,505.34970,2101,1342.2900000
HATS-41 b,HATS-41,1,1,0,Transit,4.19364900,14.908,3082.95100,1710,737.6680000
HATS-42 b,HATS-42,1,1,0,Transit,2.29210200,15.693,597.52040,1856,800.3770000
HATS-43 b,HATS-43,1,1,0,Transit,4.38884970,13.227,82.95363,1003,362.2730000
HATS-44 b,HATS-44,1,1,0,Transit,2.74390040,11.960,177.98480,1161,446.0350000
HATS-45 b,HATS-45,1,1,0,Transit,4.18762440,14.415,222.48100,1518,772.1100000
HATS-46 b,HATS-46,1,1,0,Transit,4.74237290,10.122,54.98459,1054,453.8080000
HATS-47 b,HATS-47,1,1,0,Transit,3.92280380,12.520,117.27927,853,300.6700000
HATS-48 A b,HATS-48 A,2,1,0,Transit,3.13166660,8.967,77.23269,955,263.6090000
HATS-49 b,HATS-49,1,1,0,Transit,4.14804670,8.575,112.19399,835,324.4130000
HATS-5 b,HATS-5,1,1,0,Transit,4.76338700,10.223,75.32300,1025,246.3840000
HATS-50 b,HATS-50,1,1,0,Transit,3.82970150,12.666,123.95370,,756.7420000
HATS-51 b,HATS-51,1,1,0,Transit,3.34887020,15.805,244.09344,1553,389.5700000
HATS-52 b,HATS-52,1,1,0,Transit,1.36665436,15.491,711.93920,1834,555.1340000
HATS-53 b,HATS-53,1,1,0,Transit,3.85377680,15.020,189.10885,1312,585.7700000
HATS-54 b,HATS-54,1,1,0,Transit,2.54417650,11.377,239.32479,1429,748.5850000
HATS-55 b,HATS-55,1,1,0,Transit,4.20420010,14.022,292.72143,1367,609.8380000
HATS-56 b,HATS-56,1,1,0,Transit,4.32479900,18.921,191.33366,1902,564.4090000
HATS-57 b,HATS-57,1,1,0,Transit,2.35062100,12.767,1000.21101,1413,279.4850000
HATS-58 A b,HATS-58 A,2,1,0,Transit,4.21808960,12.274,327.36490,1721,403.5910000
HATS-59 b,HATS-59,1,2,0,Transit,5.41608100,12.621,256.17098,1128,642.8840000
HATS-59 c,HATS-59,1,2,0,Radial Velocity,1422.00000000,,,176,642.8840000
HATS-6 b,HATS-6,1,1,0,Transit,3.32527250,11.187,101.38777,713,169.3180000
HATS-60 b,HATS-60,1,1,0,Transit,3.56082900,12.924,210.40346,1528,486.4740000
HATS-61 b,HATS-61,1,1,0,Transit,7.81795300,13.395,1080.62200,1226,679.7610000
HATS-62 b,HATS-62,1,1,0,Transit,3.27688370,11.825,56.89157,1237,523.0670000
HATS-63 b,HATS-63,1,1,0,Transit,3.05665270,13.529,305.11680,1398,623.2320000
HATS-64 b,HATS-64,1,1,0,Transit,4.90889700,18.820,305.11680,1793,1080.1500000
HATS-65 b,HATS-65,2,1,0,Transit,3.10516100,16.825,260.93843,1634,493.3200000
HATS-66 b,HATS-66,1,1,0,Transit,3.14143910,15.816,1694.03390,1998,1477.9800000
HATS-67 b,HATS-67,1,1,0,Transit,1.60917880,18.887,460.85350,2193,960.1090000
HATS-68 b,HATS-68,1,1,0,Transit,3.58622020,13.809,410.00070,1741,603.9550000
HATS-69 b,HATS-69,1,1,0,Transit,2.22525770,10.593,183.38791,1296,414.5370000
HATS-7 b,HATS-7,1,1,0,Transit,3.18531500,6.311,38.13960,1084,240.7070000
HATS-70 b,HATS-70,1,1,0,Transit,1.88823780,15.513,4100.00700,2730,1458.8300000
HATS-71 b,HATS-71,1,1,0,Transit,3.79552020,11.478,117.59710,587,140.2250000
HATS-72 b,HATS-72,1,1,0,Transit,7.32794740,8.097,39.85588,739,127.5890000
HATS-74 A b,HATS-74 A,2,1,0,Transit,1.73185606,11.568,464.02947,895,299.3890000
HATS-75 b,HATS-75,1,1,0,Transit,2.78865560,9.909,156.05375,772,194.9640000
HATS-76 b,HATS-76,1,1,0,Transit,1.94164230,12.094,835.57088,940,385.6890000
HATS-77 b,HATS-77,1,1,0,Transit,3.08762620,13.058,436.69623,828,436.1760000
HATS-8 b,HATS-8,1,1,0,Transit,3.58389300,9.785,43.86054,1324,794.6370000
HATS-9 b,HATS-9,1,1,0,Transit,1.91529100,13.850,,1746,638.7000000
HD 100655 b,HD 100655,2,1,0,Radial Velocity,157.57001000,,,,137.1780000
HD 100777 b,HD 100777,1,1,0,Radial Velocity,383.00000000,,390.92894,,49.5336000
HD 10180 c,HD 10180,1,6,0,Radial Velocity,5.75969000,,,,38.9607000
HD 10180 d,HD 10180,1,6,0,Radial Velocity,16.35700000,,,,38.9607000
HD 10180 e,HD 10180,1,6,0,Radial Velocity,49.74800000,,,,38.9607000
HD 10180 f,HD 10180,1,6,0,Radial Velocity,122.74400000,,,,38.9607000
HD 10180 g,HD 10180,1,6,0,Radial Velocity,604.67000000,,,,38.9607000
HD 10180 h,HD 10180,1,6,0,Radial Velocity,2205.00000000,,,,38.9607000
HD 101930 b,HD 101930,2,1,0,Radial Velocity,70.46000000,,,,30.0274000
HD 102117 b,HD 102117,1,1,0,Radial Velocity,20.81330000,,,,39.5792000
HD 102195 b,HD 102195,1,1,0,Radial Velocity,4.11377000,,,,29.3386000
HD 102272 b,HD 102272,1,1,0,Radial Velocity,127.58000000,,,,347.0970000
HD 102329 b,HD 102329,1,2,0,Radial Velocity,778.09998000,,,,217.1070000
HD 102329 c,HD 102329,1,2,0,Radial Velocity,1123.00000000,,,,217.1070000
HD 102365 b,HD 102365,2,1,0,Radial Velocity,122.10000000,,,,9.2894000
HD 102843 b,HD 102843,1,1,0,Radial Velocity,3090.94200000,,,,62.7580000
HD 102956 b,HD 102956,2,1,0,Radial Velocity,6.49470000,,,,121.8900000
HD 103197 b,HD 103197,1,1,0,Radial Velocity,47.84000000,,,,57.1463000
HD 103720 b,HD 103720,1,1,0,Radial Velocity,4.55570000,,,,45.5352000
HD 103774 b,HD 103774,2,1,0,Radial Velocity,5.88810000,,,,56.4089000
HD 103891 b,HD 103891,1,1,0,Radial Velocity,1919.00000000,,,,55.5213000
HD 103949 b,HD 103949,1,1,0,Radial Velocity,120.87800000,,,,26.4997000
HD 104067 b,HD 104067,1,2,0,Radial Velocity,55.85100000,,,,20.3632000
HD 104067 c,HD 104067,1,2,0,Radial Velocity,13.89920000,,,,20.3632000
HD 10442 b,HD 10442,1,1,0,Radial Velocity,1032.30000000,,,,135.3740000
HD 104985 b,HD 104985,1,1,0,Radial Velocity,199.68000000,,,,100.5760000
HD 105618 b,HD 105618,1,2,0,Radial Velocity,10.02245000,,,,70.0837000
HD 105618 c,HD 105618,1,2,0,Radial Velocity,77114.07158000,,8419.59233,,70.0837000
HD 105779 b,HD 105779,1,1,0,Radial Velocity,2412.00000000,,,,55.2411000
HD 106252 b,HD 106252,1,1,0,Radial Velocity,1531.00000000,,,,38.1850000
HD 106270 b,HD 106270,1,1,0,Radial Velocity,1888.00000000,,,,93.8080000
HD 106315 b,HD 106315,1,2,0,Transit,9.55237000,2.440,12.60000,1153,109.3530000
HD 106315 c,HD 106315,1,2,0,Transit,21.05704000,4.350,15.20000,886,109.3530000
HD 10647 b,HD 10647,1,1,0,Radial Velocity,989.20000000,,,,17.3357000
HD 106515 A b,HD 106515 A,2,1,0,Radial Velocity,3586.86089000,,3025.09078,,34.0915000
HD 106906 b,HD 106906,1,1,0,Imaging,,,3496.00000,1800,103.0290000
HD 10697 b,HD 10697,1,1,0,Radial Velocity,1075.37990000,,1825.28854,,33.1205000
HD 107148 b,HD 107148,2,2,0,Radial Velocity,48.05600000,,,,49.4156000
HD 107148 c,HD 107148,2,2,0,Radial Velocity,18.32670000,,,,49.4156000
HD 108147 b,HD 108147,1,1,0,Radial Velocity,10.89850000,,,,38.9200000
HD 108202 b,HD 108202,1,1,0,Radial Velocity,2990.00000000,,953.48522,,38.6846000
HD 108236 b,HD 108236,1,5,0,Transit,3.79596300,1.615,,,64.5978000
HD 108236 c,HD 108236,1,5,0,Transit,6.20344900,2.071,,,64.5978000
HD 108236 d,HD 108236,1,5,0,Transit,14.17568500,2.539,,,64.5978000
HD 108236 e,HD 108236,1,5,0,Transit,19.59002500,3.083,,,64.5978000
HD 108236 f,HD 108236,1,5,0,Transit,29.54115000,2.017,,,64.5978000
HD 108341 b,HD 108341,2,1,0,Radial Velocity,1129.00000000,,,,48.9102000
HD 108863 b,HD 108863,1,1,0,Radial Velocity,437.70000000,,,,164.7420000
HD 108874 b,HD 108874,1,2,0,Radial Velocity,394.48123000,,,,59.5175000
HD 108874 c,HD 108874,1,2,0,Radial Velocity,1624.00000000,,,,59.5175000
HD 109246 b,HD 109246,1,1,0,Radial Velocity,68.27000000,,,,67.8349000
HD 109271 b,HD 109271,1,2,0,Radial Velocity,7.85430000,,,,55.8716000
HD 109271 c,HD 109271,1,2,0,Radial Velocity,30.93000000,,,,55.8716000
HD 109286 b,HD 109286,1,1,0,Radial Velocity,520.10000000,,,259,55.4156000
HD 109749 b,HD 109749,2,1,0,Radial Velocity,5.23989100,,,,63.0821000
HD 10975 b,HD 10975,1,1,0,Radial Velocity,283.80000000,,,,116.5060000
HD 109833 b,HD 109833,1,2,0,Transit,9.18852600,2.888,,,79.5561000
HD 109833 c,HD 109833,1,2,0,Transit,13.90014800,2.590,,,79.5561000
HD 109988 b,HD 109988,1,1,0,Radial Velocity,17132.15854000,,6935.33367,,42.5279000
HD 110014 b,HD 110014,1,1,0,Radial Velocity,835.47700000,,,,100.7580000
HD 110067 b,HD 110067,3,6,0,Transit,9.11367800,2.200,5.69000,800,32.1585000
HD 110067 c,HD 110067,3,6,0,Transit,13.67369400,2.388,6.30000,699,32.1585000
HD 110067 d,HD 110067,3,6,0,Transit,20.51961700,2.852,8.52000,602,32.1585000
HD 110067 e,HD 110067,3,6,0,Transit,30.79309100,1.940,3.90000,533,32.1585000
HD 110067 f,HD 110067,3,6,0,Transit,41.05854000,2.601,5.04000,489,32.1585000
HD 110067 g,HD 110067,3,6,0,Transit,54.76992000,2.607,8.40000,440,32.1585000
HD 110082 b,HD 110082,2,1,0,Transit,10.18271000,3.200,,,105.0960000
HD 110113 b,HD 110113,1,2,0,Transit,2.54100000,2.050,4.55000,1371,106.3070000
HD 110113 c,HD 110113,1,2,0,Radial Velocity,6.74400000,,,990,106.3070000
HD 110537 b,HD 110537,1,1,0,Radial Velocity,24469.67342000,,8612.83200,,45.0858000
HD 11112 b,HD 11112,1,1,0,Radial Velocity,17244.90764000,,2598.56506,,44.3804000
HD 111232 b,HD 111232,1,2,0,Radial Velocity,1169.13202000,,2531.50326,,28.9571000
HD 111232 c,HD 111232,1,2,0,Radial Velocity,26472.44623000,,5740.93452,,28.9571000
HD 111591 b,HD 111591,1,1,0,Radial Velocity,1056.40000000,,,,114.1660000
HD 111998 b,HD 111998,1,1,0,Radial Velocity,810.00000000,,1525.57635,,33.2237000
HD 112300 b,HD 112300,1,1,0,Radial Velocity,466.63000000,,,,62.0732400
HD 112570 b,HD 112570,1,1,0,Radial Velocity,2615.00000000,,1086.97315,,101.1660000
HD 112640 b,HD 112640,1,1,0,Radial Velocity,613.20000000,,,,323.3350000
HD 113337 b,HD 113337,1,2,0,Radial Velocity,317.58639000,,,,36.1800000
HD 113337 c,HD 113337,1,2,0,Radial Velocity,5429.93477000,,6299.67686,,36.1800000
HD 11343 c,HIP 8541,2,2,0,Radial Velocity,228.53731000,,,,155.1210000
HD 113538 b,HD 113538,1,2,0,Radial Velocity,663.20000000,,,,16.2817000
HD 113538 c,HD 113538,1,2,0,Radial Velocity,1818.00000000,,,,16.2817000
HD 113996 b,HD 113996,2,1,0,Radial Velocity,610.20000000,,,,116.3340000
HD 114082 b,HD 114082,1,1,0,Radial Velocity,109.75000000,11.209,2542.62726,,95.3906000
HD 114386 b,HD 114386,1,1,0,Radial Velocity,937.70001000,,,,27.9243000
HD 114729 b,HD 114729,2,1,0,Radial Velocity,1121.79000000,,,,37.8063000
HD 114783 b,HD 114783,1,2,0,Radial Velocity,493.70000000,,,,21.0628000
HD 114783 c,HD 114783,1,2,0,Radial Velocity,4352.00000000,,603.87397,,21.0628000
