# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  5 09:27:22 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN pl_trandurerr1: Transit Duration Upper Unc. [hours]
# COLUMN pl_trandurerr2: Transit Duration Lower Unc. [hours]
# COLUMN pl_trandurlim:  Transit Duration Limit Flag
#
pl_name	pl_orbper	pl_orbpererr1	pl_orbpererr2	pl_orbperlim	pl_rade	pl_radeerr1	pl_radeerr2	pl_radelim	pl_trandur	pl_trandurerr1	pl_trandurerr2	pl_trandurlim
EPIC 220554210 c	0.70538600	0.00005200	-0.00004900	0	1.730	0.150	-0.300	0	1.7040000	0.1200000	-0.1680000	0
EPIC 220554210 c	0.70531000	0.00005000	-0.00005000	0	1.480	0.130	-0.100	0				
EPIC 220674823 b	0.57129200	0.00001200	-0.00001200	0	1.725	0.039	-0.039	0				
EPIC 220674823 b	0.57130800	0.00003000	-0.00003000	0	1.460	0.140	-0.140	0				
EPIC 220674823 b	0.57133100	0.00002000	-0.00002100	0	1.820	0.100	-0.100	0				
EPIC 220674823 b	0.57129900	0.00001500	-0.00001500	0	1.669	0.165	-0.090	0				
EPIC 220674823 b	0.57121200	0.00003800	-0.00003800	0	1.600	0.100	-0.100	0				
EPIC 220674823 b	0.57129200	0.00001200	-0.00001300	0	1.520	0.160	-0.160	0	1.5320000	0.0370000	-0.0350000	0
EPIC 220674823 b	0.57100000			0	1.712	0.068	-0.068	0				
EPIC 220674823 b	0.57133600	0.00002000	-0.00002000	0	1.820	0.200	-0.140	0	1.7900000	0.5600000	-0.2300000	0
EPIC 220674823 b	0.57128500	0.00000950	-0.00001010	0	1.816	0.087	-0.188	0	1.5072000	0.0360000	-0.0528000	0
EPIC 220674823 b	0.57133600	0.00002000	-0.00002100	0	1.800	0.300	-0.100	0	1.4496000	0.0696000	-0.1608000	0
EPIC 220674823 c	13.33868700	0.00176900	-0.00174900	0	2.800	0.500	-0.200	0	3.4392000	0.1800000	-0.1608000	0
EPIC 220674823 c	13.33461500	0.00010000	-0.00010000	0	2.200	0.200	-0.200	0				
EPIC 220674823 c	13.33974600	0.00103400	-0.00108900	0	2.705	0.356	-0.161	0				
EPIC 220674823 c	13.33877000	0.00098000	-0.00107000	0	3.790	0.650	-0.550	0	4.4400000	0.6000000	-0.3840000	0
EPIC 220674823 c	13.34124500	0.00010000	-0.00010000	0	2.530	0.140	-0.140	0				
EPIC 220674823 c	13.33907900	0.00194000	-0.00185900	0	2.730	0.180	-0.180	0				
EPIC 220674823 c	13.33970000	0.00096000	-0.00096000	0	2.836	0.086	-0.073	0				
EPIC 220674823 c	13.33870000	0.00180000	-0.00180000	0	2.770	0.370	-0.230	0	3.5000000	0.2100000	-0.2100000	0
EPIC 220674823 c	13.33970000	0.00091000	-0.00096000	0	2.500	0.270	-0.260	0	3.6600000	0.6900000	-0.5700000	0
EPIC 228836835 b	0.72811300	0.00006300	-0.00006300	0	1.100	0.300	-0.200	0				
EPIC 228836835 b	0.72813000	0.00020000	-0.00017000	0	1.270	0.270	-0.280	0	0.7992000			0
EPIC 229004835 b	16.14044200	0.00118100	-0.00122300	0	2.060	0.233	-0.151	0				
EPIC 229004835 b	16.13655000	0.00168000	-0.00182000	0	2.020	0.120	-0.080	0	2.1000000			0
EPIC 229004835 b	16.14113200	0.00001900	-0.00001900	0	2.332	0.080	-0.094	0				
EPIC 246851721 b	6.18023500	0.00001400	-0.00001400	0	11.781	0.493	-0.493	0	4.1080800	0.0177600	-0.0180000	0
EPIC 246851721 b	6.18026790	0.00000200	-0.00000200	0								
EPIC 246851721 b	6.18026750	0.00000230	-0.00000230	0	13.274	0.845	-0.845	0	3.8680000	0.1390000	-0.1390000	0
EPIC 248847494 b	3650.00000000	1280.00000000	-1130.00000000	0	12.442	0.785	-0.785	0	53.6000000	5.9000000	-5.3000000	0
EPIC 249893012 b	3.59510000	0.00030000	-0.00030000	0	1.950	0.090	-0.080	0	4.3300000	0.1800000	-0.1500000	0
EPIC 249893012 c	15.62400000	0.00100000	-0.00100000	0	3.670	0.170	-0.140	0	6.3700000	0.1500000	-0.1200000	0
EPIC 249893012 d	35.74700000	0.00500000	-0.00500000	0	3.940	0.130	-0.120	0	9.5600000	0.1400000	-0.1300000	0
G 9-40 b	5.74600700	0.00000600	-0.00000600	0	2.025	0.096	-0.097	0	1.3368000	0.0456000	-0.0408000	0
G 9-40 b	5.74591200			0					1.1328000			0
G 9-40 b	5.74599450	0.00000610	-0.00000610	0	2.061	0.062	-0.062	0	1.1850000	0.1270000	-0.1270000	0
G 9-40 b	5.74599960	0.00000200	-0.00000200	0								
GJ 1132 b	1.62893000	0.00003100	-0.00003100	0	1.160	0.110	-0.110	0				
GJ 1132 b	1.62892870	0.00000180	-0.00000180	0	1.430	0.160	-0.160	0				
GJ 1132 b	1.62893100	0.00002700	-0.00002700	0	1.130	0.056	-0.056	0				
GJ 1132 b												
GJ 1132 b	1.62892911	0.00000029	-0.00000030	0	1.192	0.038	-0.045	0	0.7664600	0.0021400	-0.0021600	0
GJ 1132 b	1.62893220	0.00000378	-0.00000378	0	1.215	0.158	-0.158	0	0.8092760	0.0963656	-0.0963656	0
GJ 1132 b	1.62893040	0.00000130	-0.00000130	0								
GJ 1214 b	1.58040442	0.00000006	-0.00000006	0								
GJ 1214 b	1.58040494	0.00000009	-0.00000009	0								
GJ 1214 b	1.58040456	0.00000016	-0.00000016	0	2.847	0.202	-0.202	0				
GJ 1214 b	1.58040453	0.00000002	-0.00000002	0	2.733	0.033	-0.031	0	0.8696600	0.0011000	-0.0011000	0
GJ 1214 b	1.58040465			0								
GJ 1214 b	1.58040430	0.00000050	-0.00000050	0	2.610	0.300	-0.110	0				
GJ 1214 b	1.58040835			0								
GJ 1214 b	1.58040457	0.00000004	-0.00000004	0								
GJ 1214 b	1.58040487	0.00000067	-0.00000067	0	2.740	0.060	-0.050	0				
GJ 1214 b	1.58040417	0.00000022	-0.00000022	0								
GJ 1214 b	1.58039250	0.00001170	-0.00001170	0	2.678	0.130	-0.130	0				
GJ 1214 b									0.8688000	0.0028800	-0.0028800	0
GJ 1214 b	1.58040481			0								
GJ 1214 b	1.58040481	0.00000012	-0.00000012	0								
GJ 1214 b	1.58040454	0.00000004	-0.00000004	0								
GJ 1214 b	1.58040433	0.00000013	-0.00000013	0	2.742	0.050	-0.053	0				
GJ 1214 b	1.58040482	0.00000024	-0.00000024	0	2.270	0.080	-0.080	0	0.8788000	0.0082000	-0.0058000	0
GJ 1214 b	1.58040482	0.00000024	-0.00000024	0	2.650	0.090	-0.090	0	0.8788000	0.0082000	-0.0058000	0
GJ 1214 b	1.58040490	0.00000033	-0.00000033	0	2.640	0.130	-0.130	0	0.8690000	0.0040000	-0.0040000	0
GJ 1252 b	0.51824180	0.00000070	-0.00000060	0								
GJ 1252 b	0.51823490	0.00000630	-0.00000500	0	1.193	0.074	-0.074	0	0.7340000	0.0180000	-0.0140000	0
GJ 1252 b	0.51824246	0.00000418	-0.00000418	0	1.349	0.090	-0.090	0	0.8565249	0.0753501	-0.0753501	0
GJ 1252 b	0.51824160	0.00000069	-0.00000069	0	1.180	0.078	-0.078	0	0.7240000	0.0130000	-0.0130000	0
GJ 1252 b	0.51823310	0.00000840	-0.00000840	0	1.193	0.074	-0.074	0				
GJ 1252 b	0.51824640	0.00000230	-0.00000230	0								
GJ 143 b	35.58900000	0.00600000	-0.00500000	0								
GJ 143 b	35.61253000	0.00060000	-0.00062000	0	2.610	0.170	-0.160	0	3.2300000	0.0410000	-0.0380000	0
GJ 143 b	35.61343910	0.00003240	-0.00003240	0	3.122	0.292	-0.292	0	3.5120000	0.7370000	-0.7370000	0
GJ 238 b	1.74469990	0.00000190	-0.00000180	0	0.566	0.014	-0.014	0	1.2390000	0.0180000	-0.0180000	0
GJ 238 b	1.74470310	0.00000300	-0.00000300	0	0.592	0.034	-0.034	0	1.0660000	0.3200000	-0.3200000	0
GJ 3090 b	2.85310540	0.00000230	-0.00000230	0	2.130	0.110	-0.110	0	1.2810000	0.0240000	-0.0240000	0
GJ 3090 b	2.85310160	0.00000170	-0.00000170	0	2.021	0.114	-0.114	0	1.1420000	0.1730000	-0.1730000	0
GJ 3470 b	3.33665000	0.00005000	-0.00005000	0	4.830	0.220	-0.210	0	1.8984000	0.0120000	-0.0120000	0
GJ 3470 b	3.33664960	0.00000390	-0.00000330	0	4.570	0.180	-0.180	0				
GJ 3470 b	3.33714000	0.00017000	-0.00017000	0	4.200	0.600	-0.600	0				
GJ 3470 b	3.33664900	0.00000200	-0.00000200	0								
GJ 3470 b	3.33666500	0.00000800	-0.00000800	0								
GJ 3470 b	3.33664900	0.00000500	-0.00000500	0	4.320	0.210	-0.100	0				
GJ 3470 b	3.33664130	0.00000600	-0.00000600	0					1.9180800	0.0240000	-0.0237600	0
GJ 3470 b	3.33664900	0.00008400	-0.00008100	0	3.880	0.320	-0.320	0	1.9180800	0.0240000	-0.0237600	0
GJ 3470 b	3.33665130	0.00000220	-0.00000220	0	4.363	0.132	-0.132	0	1.7800000	0.1710000	-0.1710000	0
GJ 3470 b	3.33665240	0.00000014	-0.00000014	0								
GJ 3470 b	3.33664870	0.00000430	-0.00000330	0	3.880	0.320	-0.320	0				
GJ 3473 b	1.19800350	0.00000180	-0.00000190	0	1.264	0.050	-0.049	0	0.9500000	0.0150000	-0.0140000	0
GJ 3473 b	1.19799956	0.00000625	-0.00000625	0	1.211	1.106	-1.106	0	0.9682003	0.3064512	-0.3064512	0
GJ 357 b	3.93060270	0.00000300	-0.00000300	0	1.270	0.051	-0.051	0	1.1960000	0.2750000	-0.2750000	0
GJ 357 b	3.93072000	0.00008000	-0.00006000	0	1.217	0.084	-0.083	0	1.5300000	0.1200000	-0.1100000	0
GJ 357 b	3.93062300	0.00001000	-0.00001000	0								
GJ 357 b	3.93060000	0.00000200	-0.00000200	0	1.200	0.060	-0.060	0	1.2910000	0.1230000	-0.1230000	0
GJ 367 b	0.32192250	0.00000020	-0.00000020	0	0.699	0.024	-0.024	0	0.6290000	0.0080000	-0.0080000	0
GJ 367 b	0.32192330	0.00000040	-0.00000040	0	2.661	0.921	-0.921	0	0.1990000	0.0860000	-0.0860000	0
GJ 367 b	0.32196200	0.00001000	-0.00001200	0	0.718	0.054	-0.054	0	0.6150000	0.0170000	-0.0150000	0
GJ 3929 b	2.61627687	0.00011333	-0.00011333	0	1.097	1.105	-1.105	0	1.1348930	0.3921926	-0.3921926	0
GJ 3929 b	2.61623500	0.00000500	-0.00000500	0	1.090	0.040	-0.040	0	1.1900000	0.0200000	-0.0200000	0
GJ 3929 b	2.61627450	0.00000290	-0.00000300	0	1.150	0.040	-0.039	0				
GJ 436 b	2.64389803	0.00000026	-0.00000026	0								
GJ 436 b	2.64386000	0.00003000	-0.00003000	0	4.200	0.200	-0.200	0				
GJ 436 b	2.64389846	0.00000044	-0.00000044	0					1.0089600	0.0336000	-0.0336000	0
GJ 436 b	2.64389200	0.00002500	-0.00002500	0								
GJ 436 b	2.60000000			0	4.260			0				
GJ 436 b												
GJ 436 b	2.64410000	0.00050000	-0.00050000	0								
GJ 436 b	2.64385000	0.00009000	-0.00009000	0								
GJ 436 b	2.64400000	0.00100000	-0.00100000	0								
GJ 436 b	2.64389524	0.00000076	-0.00000076	0	4.091	0.202	-0.202	0				
GJ 436 b	2.64385000			0	4.222	0.092	-0.103	0				
GJ 436 b	2.64389751	0.00000012	-0.00000012	0								
GJ 436 b	2.64389860	0.00000160	-0.00000160	0								
GJ 436 b	2.64389803	0.00000027	-0.00000025	0	4.100	0.160	-0.160	0	1.0053600	0.0033600	-0.0033600	0
GJ 436 b	2.64389790	0.00000030	-0.00000030	0	3.960	0.050	-0.050	0	1.0144800	0.0038400	-0.0038400	0
GJ 436 b	2.64385900	0.00007400	-0.00007400	0								
GJ 436 b	2.64388312	0.00000057	-0.00000057	0	4.170	0.168	-0.168	0				
GJ 436 b	2.64388561	0.00003159	-0.00003159	0	3.812	0.119	-0.119	0	0.9689289	0.0148794	-0.0148794	0
GJ 436 b	2.64389788	0.00000010	-0.00000010	0	4.191	0.109	-0.109	0				
GJ 436 b	2.64389040			0	4.040	0.100	-0.100	0	0.7608000	0.0096000	-0.0096000	0
GJ 436 b	2.64389762	0.00000010	-0.00000010	0								
GJ 436 b	2.64394300	0.00008400	-0.00008400	0								
GJ 486 b	1.46711903	0.00000245	-0.00000245	0	1.324	0.330	-0.330	0	1.0069313	0.1084921	-0.1084921	0
GJ 486 b	1.46712127	0.00000031	-0.00000035	0	1.289	0.019	-0.014	0	1.0158000	0.0009800	-0.0008400	0
GJ 486 b	1.46712050	0.00000120	-0.00000110	0	1.343	0.063	-0.062	0	1.0830000	0.0860000	-0.0380000	0
GJ 486 b	1.46711900	0.00003100	-0.00003000	0	1.305	0.063	-0.067	0				
GJ 806 b	0.92632370	0.00000090	-0.00000090	0	1.331	0.023	-0.023	0	0.9300000	0.0100000	-0.0100000	0
GJ 806 b	0.92632390	0.00000080	-0.00000080	0	1.678	0.076	-0.076	0	0.8100000	0.1360000	-0.1360000	0
GJ 9827 b	1.20897550	0.00000030	-0.00000030	0	1.686	0.164	-0.164	0	1.2860000	0.1350000	-0.1350000	0
GJ 9827 b	1.20897490	0.00000100	-0.00000100	0								
GJ 9827 b	1.20896600	0.00001200	-0.00001200	0	1.580	0.140	-0.130	0	1.2810000	0.0200000	-0.0200000	0
GJ 9827 b	1.20900000			0	1.571	0.033	-0.039	0				
GJ 9827 b	1.20897400	0.00000100	-0.00000100	0	1.440	0.090	-0.070	0				
GJ 9827 b	1.20898190	0.00000710	-0.00000710	0	1.577	0.027	-0.031	0				
GJ 9827 b	1.20898020	0.00000840	-0.00000810	0	1.620	0.110	-0.110	0	1.2597600	0.0177600	-0.0170400	0
GJ 9827 b	1.20895700	0.00001300	-0.00001200	0	1.750	0.110	-0.120	0	1.6300000	0.0850000	-0.0790000	0
GJ 9827 b	1.20898190	0.00000693	-0.00000714	0	1.577	0.027	-0.031	0	1.2648000	0.0223200	-0.0199200	0
GJ 9827 c	3.64809570	0.00006330	-0.00006210	0	1.241	0.024	-0.026	0	1.8249600	0.0369600	-0.0369600	0
GJ 9827 c	3.64823000	0.00012000	-0.00012000	0	1.240	0.110	-0.110	0	1.8250000	0.0420000	-0.0420000	0
GJ 9827 c	3.64810300	0.00001300	-0.00001000	0	1.130	0.070	-0.050	0				
GJ 9827 c	3.64811450	0.00000960	-0.00000960	0								
GJ 9827 c	3.64809600	0.00006300	-0.00006300	0	1.241	0.024	-0.026	0				
GJ 9827 c	3.64802000	0.00011000	-0.00011000	0	1.360	0.090	-0.090	0	2.1900000	0.0310000	-0.0380000	0
GJ 9827 c	3.64808300	0.00006000	-0.00005800	0	1.269	0.087	-0.089	0	1.8264000	0.0264000	-0.0264000	0
GJ 9827 d	6.20147000	0.00006300	-0.00006300	0	2.022	0.046	-0.043	0				
GJ 9827 d	6.20146980	0.00006260	-0.00006110	0	2.022	0.046	-0.043	0	1.2228000	0.0352800	-0.0292800	0
GJ 9827 d	6.20142000	0.00013000	-0.00013000	0	2.040	0.180	-0.180	0	1.2480000	0.0380000	-0.0330000	0
GJ 9827 d	6.20181200	0.00000900	-0.00000900	0	1.890	0.160	-0.140	0				
GJ 9827 d	6.20146700	0.00006200	-0.00006100	0	2.070	0.140	-0.140	0	1.2264000	0.0264000	-0.0240000	0
GJ 9827 d	6.20141000	0.00013000	-0.00010000	0	2.100	0.150	-0.150	0	1.6000000	0.0650000	-0.0780000	0
GPX-1 b	1.74457900	0.00000800	-0.00000800	0	16.477	1.121	-1.121	0	2.0900000	0.0500000	-0.0500000	0
GPX-1 b	1.74428305	0.00020345	-0.00020345	0	15.390	0.761	-0.761	0	2.1928372	0.0994141	-0.0994141	0
Gaia-1 b	3.05252400	0.00001700	-0.00001700	0	13.776	0.235	-0.235	0				
Gaia-2 b	3.69152240	0.00000390	-0.00000390	0	14.818	0.146	-0.146	0				
Gaia-2 b	3.69155899	0.00008149	-0.00008149	0	14.724	0.722	-0.722	0	2.7207580	0.0227635	-0.0227635	0
Gliese 12 b	12.76140800	0.00005000	-0.00005000	0	0.958	0.046	-0.048	0	1.2000000	0.0900000	-0.0900000	0
Gliese 12 b	12.76147058	0.00004961	-0.00004961	0	0.971	3.715	-3.715	0	1.0497761	1.9520600	-1.9520600	0
Gliese 12 b	12.76142000	0.00007000	-0.00007000	0	0.900	0.100	-0.090	0				
HAT-P-1 b	4.46530031	0.00000018	-0.00000018	0								
HAT-P-1 b	4.46529340	0.00000930	-0.00000930	0	13.641	0.437	-0.437	0				
HAT-P-1 b	4.46529974	0.00000055	-0.00000055	0								
HAT-P-1 b												
HAT-P-1 b	4.46000000			0	14.796			0				
HAT-P-1 b	4.46529680	0.00000180	-0.00000180	0	14.785	0.213	-0.213	0				
HAT-P-1 b	4.46529000	0.00009000	-0.00009000	0	15.244	1.233	-1.009	0				
HAT-P-1 b	4.46529958	0.00000059	-0.00000059	0								
HAT-P-1 b	4.46530140	0.00000150	-0.00000150	0	14.534	0.656	-0.656	0	2.4940000	0.0440000	-0.0440000	0
HAT-P-1 b	4.46529340	0.00000930	-0.00000930	0	13.731	0.661	-0.661	0	2.7980000	0.0190000	-0.0190000	0
HAT-P-1 b	4.46529913	0.00000037	-0.00000037	0								
HAT-P-1 b	4.46529920	0.00000040	-0.00000040	0								
HAT-P-1 b	4.46529976	0.00000055	-0.00000055	0	14.785	0.213	-0.213	0	2.8500000	0.0117600	-0.0127200	0
HAT-P-1 b	4.46543000			0	13.922	0.594	-0.594	0				
HAT-P-1 b	4.46529340			0								
HAT-P-1 b	4.46529976	0.00000055	-0.00000055	0	13.922	0.594	-0.594	0				
HAT-P-11 b	4.88780244			0	4.360	0.060	-0.060	0				
HAT-P-11 b	4.88781620	0.00000710	-0.00000710	0	4.730	0.157	-0.157	0	2.2968000	0.0288000	-0.0288000	0
HAT-P-11 b	4.88780026	0.00000055	-0.00000055	0	4.680	0.180	-0.180	0	2.3684000			0
HAT-P-11 b	4.88780230	0.00000120	-0.00000120	0	5.283	0.336	-0.336	0	2.1800000	0.0110000	-0.0110000	0
HAT-P-11 b	4.88780201	0.00000017	-0.00000017	0								
HAT-P-11 b	4.88780271	0.00000018	-0.00000018	0	4.840	0.190	-0.140	0	2.3638600	0.0011300	-0.0011300	0
HAT-P-11 b	4.88780308	0.00000047	-0.00000047	0	4.820	0.170	-0.180	0	2.3625500	0.0046600	-0.0046600	0
HAT-P-11 b	4.88780308	0.00000047	-0.00000047	0				0				0
HAT-P-11 b												
HAT-P-11 b	4.88780271	0.00000018	-0.00000018	0	4.840	0.190	-0.140	0	2.3638600	0.0011300	-0.0011300	0
HAT-P-11 b	4.88781501	0.00000068	-0.00000068	0	4.450	0.101	-0.101	0				
HAT-P-11 b	4.88782000	0.00000700	-0.00000700	0	4.820	0.224	-0.224	0				
HAT-P-11 b	4.88780232	0.00000044	-0.00000044	0								
HAT-P-11 b	4.88780090	0.00000030	-0.00000030	0								
HAT-P-11 b	4.88780490	0.00000130	-0.00000130	0					2.3508000	0.0014400	-0.0014400	0
HAT-P-11 b	4.88780271	0.00000018	-0.00000018	0	4.710	0.070	-0.060	0	2.3638600	0.0011300	-0.0011300	0
HAT-P-11 b	4.88780271	0.00000018	-0.00000018	0	4.840	0.190	-0.140	0	2.3638600	0.0011300	-0.0011300	0
HAT-P-11 b	4.88780267	0.00000004	-0.00000004	0					2.5819000			0
HAT-P-11 b					4.737	0.201	-0.188	0				
HAT-P-12 b												
HAT-P-12 b	3.21305890	0.00000030	-0.00000030	0								
HAT-P-12 b	3.21305780	0.00000100	-0.00000100	0	11.098	0.779	-0.779	0	2.1690000	0.0350000	-0.0350000	0
HAT-P-12 b	3.21305786	0.00000023	-0.00000023	0								
HAT-P-12 b	3.21305762	0.00000015	-0.00000015	0								
HAT-P-12 b	3.21000000			0	10.761			0				
HAT-P-12 b	3.21305929	0.00000035	-0.00000035	0	10.749	0.325	-0.235	0				
HAT-P-12 b	3.21305992	0.00000035	-0.00000035	0	10.301	0.258	-0.258	0				
HAT-P-12 b	3.21305751	0.00000017	-0.00000017	0								
HAT-P-12 b												
HAT-P-12 b	3.21305790	0.00000040	-0.00000040	0	10.637	0.684	-0.684	0				
HAT-P-12 b	3.21305890			0								
HAT-P-12 b	3.21305980	0.00000190	-0.00000190	0								
HAT-P-12 b					15.244			0				
HAT-P-12 b	3.21305980	0.00000210	-0.00000210	0	10.749	0.325	-0.235	0	2.3376000	0.0144000	-0.0144000	0
HAT-P-13 b	2.91624330	0.00000120	-0.00000120	0								
HAT-P-13 b	2.91623830	0.00000220	-0.00000220	0	16.668	0.460	-0.460	0				
HAT-P-13 b	2.91640045	0.00007713	-0.00007713	0	16.778	0.824	-0.824	0	3.2868100	0.0285336	-0.0285336	0
HAT-P-13 b	2.91624310	0.00000060	-0.00000060	0								
HAT-P-13 b	2.91624268	0.00000047	-0.00000047	0								
HAT-P-13 b	2.91623680	0.00000320	-0.00000320	0								
HAT-P-13 b	2.91625000	0.00001500	-0.00001500	0	14.258	0.729	-0.729	0				
HAT-P-13 b	2.91623830	0.00000220	-0.00000220	0	14.359	0.886	-0.886	0				
HAT-P-13 b	2.91623810	0.00000210	-0.00000220	0								
HAT-P-13 b	2.91626000	0.00001000	-0.00001000	0	14.359	0.886	-0.886	0	3.2280000	0.0408000	-0.0408000	0
HAT-P-13 b	2.91623820	0.00000160	-0.00000160	0	16.668	0.426	-0.426	0				
HAT-P-13 b	2.91624121	0.00000016	-0.00000016	0								
HAT-P-14 b	4.62764900	0.00000800	-0.00000800	0	13.451	1.681	-1.681	0	2.2200000	0.0504000	-0.0504000	0
HAT-P-14 b	4.62768200	0.00000300	-0.00000300	0	12.890	0.583	-0.583	0				
HAT-P-14 b	4.62765940	0.00000100	-0.00000100	0								
HAT-P-14 b	4.62768200	0.00000300	-0.00000300	0								
HAT-P-14 b	4.62766230	0.00000100	-0.00000100	0								
HAT-P-14 b	4.62766900	0.00000500	-0.00000500	0	12.890	0.583	-0.583	0	2.1888000	0.0408000	-0.0408000	0
HAT-P-14 b	4.62766910	0.00000500	-0.00000500	0	13.664	0.661	-0.661	0				
HAT-P-14 b	4.62766172	0.00000046	-0.00000046	0								
HAT-P-14 b												
HAT-P-14 b	4.62766400	0.00000550	-0.00000550	0	14.369	1.291	-1.291	0	2.3060000	0.2280000	-0.2280000	0
HAT-P-14 b	4.62766098	0.00000034	-0.00000034	0								
HAT-P-14 b	4.62767000	0.00000500	-0.00000500	0	15.917	1.345	-1.345	0				
HAT-P-14 b	4.62766900	0.00000500	-0.00000500	0	12.801	0.370	-0.370	0	2.1840000	0.0840000	-0.0840000	0
HAT-P-15 b	10.86149107	0.00127543	-0.00127543	0	9.573	2.067	-2.067	0	5.5511467	0.0891427	-0.0891427	0
HAT-P-15 b	10.86350200	0.00002700	-0.00002700	0	12.016	0.482	-0.482	0	5.4840000	0.0360000	-0.0360000	0
HAT-P-15 b	10.86345165	0.00000089	-0.00000089	0								
HAT-P-15 b	10.86350200	0.00002200	-0.00002200	0								
HAT-P-15 b	10.86350000	0.00002700	-0.00002700	0	11.882	0.785	-0.785	0				
HAT-P-15 b												
HAT-P-15 b	10.86350200	0.00003700	-0.00003700	0	12.016	0.482	-0.482	0				
HAT-P-16 b	2.77597040	0.00000070	-0.00000070	0								
HAT-P-16 b	2.77597120	0.00000150	-0.00000150	0	14.448	0.740	-0.740	0				
HAT-P-16 b	2.77596784	0.00000050	-0.00000050	0								
HAT-P-16 b	2.77596727	0.00000009	-0.00000009	0								
HAT-P-16 b	2.77597024	0.00000066	-0.00000066	0	13.339	0.392	-0.392	0				
HAT-P-16 b	2.77596748	0.00000021	-0.00000021	0								
HAT-P-16 b	2.77596770	0.00000030	-0.00000030	0								
HAT-P-16 b	2.77592252	0.00004900	-0.00004900	0	14.235	0.729	-0.729	0	3.0027844	0.0223408	-0.0223408	0
HAT-P-16 b	2.77596000	0.00000300	-0.00000300	0	14.448	0.740	-0.740	0	3.0624000	0.0312000	-0.0312000	0
HAT-P-16 b												
HAT-P-16 b	2.77596000			0	14.460			0				
HAT-P-17 b	10.33852300	0.00000900	-0.00000900	0	11.321	0.325	-0.325	0	4.0560000	0.0216000	-0.0216000	0
HAT-P-17 b												
HAT-P-17 b												
HAT-P-17 b	10.33852000	0.00000900	-0.00000900	0	11.769	0.448	-0.448	0				
HAT-P-17 b	10.33853580	0.00000100	-0.00000100	0								
HAT-P-17 b	10.33853460	0.00000090	-0.00000090	0								
HAT-P-17 b	10.33858970	0.00000340	-0.00000340	0	11.389	0.533	-0.533	0	3.9120000	0.0290000	-0.0290000	0
HAT-P-17 b	10.33853522	0.00000070	-0.00000070	0								
HAT-P-17 b	10.33852300	0.00000900	-0.00000900	0	11.321	0.325	-0.325	0				
HAT-P-18 b	5.50802910	0.00000420	-0.00000420	0								
HAT-P-18 b	5.50803000	0.00000080	-0.00000080	0								
HAT-P-18 b	5.50802870	0.00000140	-0.00000140	0								
HAT-P-18 b												
HAT-P-18 b	5.50802320	0.00000560	-0.00000560	0								
HAT-P-18 b	5.50802300	0.00000600	-0.00000600	0	11.153	0.583	-0.583	0				
HAT-P-18 b	5.50802300	0.00000600	-0.00000600	0	11.153	0.583	-0.583	0	2.7144000	0.0216000	-0.0216000	0
HAT-P-18 b	5.50806822	0.00007166	-0.00007166	0	10.730	0.736	-0.736	0	2.6399995	0.0344365	-0.0344365	0
HAT-P-18 b												
HAT-P-18 b												
HAT-P-18 b	5.50797800	0.00004300	-0.00004300	0	10.615	0.493	-0.493	0	2.6900000	0.0600000	-0.0600000	0
HAT-P-18 b	5.50802941	0.00000053	-0.00000053	0								
HAT-P-19 b	4.00877800	0.00000600	-0.00000600	0	12.689	0.807	-0.807	0	2.8368000	0.0336000	-0.0336000	0
HAT-P-19 b	4.00878420	0.00000070	-0.00000070	0								
HAT-P-19 b	4.00878420	0.00000040	-0.00000040	0								
HAT-P-19 b	4.00878322	0.00000019	-0.00000019	0	11.299	0.157	-0.146	0				
HAT-P-19 b	4.00882450	0.00009648	-0.00009648	0	11.544	0.729	-0.729	0	2.7370959	0.0365354	-0.0365354	0
HAT-P-19 b	4.00878423	0.00000044	-0.00000044	0								
HAT-P-19 b	4.00878403	0.00000049	-0.00000049	0								
HAT-P-19 b	4.00877800	0.00000600	-0.00000600	0	12.689	0.807	-0.807	0				
HAT-P-2 b	5.63346964	0.00000063	-0.00000062	0								
HAT-P-2 b	5.63341000	0.00013000	-0.00013000	0	11.007	0.426	-1.177	0	4.2480000	0.0480000	-0.0480000	0
HAT-P-2 b	5.63347700	0.00000100	-0.00000100	0	13.258	0.519	-0.519	0	4.1320000	0.0810000	-0.0810000	0
HAT-P-2 b	5.63346785	0.00000061	-0.00000061	0								
HAT-P-2 b	5.63346961	0.00000064	-0.00000064	0								
HAT-P-2 b	5.63351520	0.00000340	-0.00000340	0								
HAT-P-2 b	5.63347290	0.00000610	-0.00000610	0	13.339	1.345	-1.345	0				
HAT-P-2 b	5.63332000			0	11.243	0.942	-0.740	0				
